지 역,Unnamed: 1,Unnamed: 2,Unnamed: 3,2015년 06월,Unnamed: 5,2015년 07월,Unnamed: 7,2015년 08월,Unnamed: 9,2015년 09월,Unnamed: 11,2015년 10월,Unnamed: 13,2015년 11월,Unnamed: 15,2015년 12월,Unnamed: 17,2016년 01월,Unnamed: 19,2016년 02월,Unnamed: 21,2016년 03월,Unnamed: 23,2016년 04월,Unnamed: 25,2016년 05월,Unnamed: 27,2016년 06월,Unnamed: 29,2016년 07월,Unnamed: 31,2016년 08월,Unnamed: 33,2016년 09월,Unnamed: 35,2016년 10월,Unnamed: 37,2016년 11월,Unnamed: 39,2016년 12월,Unnamed: 41,2017년 01월,Unnamed: 43,2017년 02월,Unnamed: 45,2017년 03월,Unnamed: 47,2017년 04월,Unnamed: 49,2017년 05월,Unnamed: 51,2017년 06월,Unnamed: 53,2017년 07월,Unnamed: 55,2017년 08월,Unnamed: 57,2017년 09월,Unnamed: 59,2017년 10월,Unnamed: 61,2017년 11월,Unnamed: 63,2017년 12월,Unnamed: 65,2018년 01월,Unnamed: 67,2018년 02월,Unnamed: 69,2018년 03월,Unnamed: 71,2018년 04월,Unnamed: 73,2018년 05월,Unnamed: 75,2018년 06월,Unnamed: 77,2018년 07월,Unnamed: 79,2018년 08월,Unnamed: 81,2018년 09월,Unnamed: 83,2018년 10월,Unnamed: 85,2018년 11월,Unnamed: 87,2018년 12월,Unnamed: 89,2019년 01월,Unnamed: 91,2019년 02월,Unnamed: 93,2019년 03월,Unnamed: 95,2019년 04월,Unnamed: 97,2019년 05월,Unnamed: 99,2019년 06월,Unnamed: 101,2019년 07월,Unnamed: 103,2019년 08월,Unnamed: 105,2019년 09월,Unnamed: 107,2019년 10월,Unnamed: 109,2019년 11월,Unnamed: 111,2019년 12월,Unnamed: 113,2020년 01월,Unnamed: 115,2020년 02월,Unnamed: 117,2020년 03월,Unnamed: 119,2020년 04월,Unnamed: 121,2020년 05월,Unnamed: 123,2020년 06월,Unnamed: 125,2020년 07월,Unnamed: 127,2020년 08월,Unnamed: 129,2020년 09월,Unnamed: 131,2020년 10월,Unnamed: 133,2020년 11월,Unnamed: 135,2020년 12월,Unnamed: 137
,,,,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률
,,동래구,,102.552,-,102.307,-0.24,102.325,0.02,102.231,-0.09,102.282,0.05,102.055,-0.22,101.632,-0.42,101.423,-0.21,101.29,-0.13,101.348,0.06,101.163,-0.18,101.076,-0.09,100.999,-0.08,100.874,-0.12,100.664,-0.21,100.499,-0.16,100.444,-0.05,100.282,-0.16,100.112,-0.17,100.136,0.02,100.069,-0.07,100.047,-0.02,100.066,0.02,100.101,0.03,100.146,0.05,100.085,-0.06,100.125,0.04,100.014,-0.11,99.959,-0.06,100,0.04,99.966,-0.03,99.96,-0.01,100.133,0.17,100.062,-0.07,100.136,0.07,100.097,-0.04,100.139,0.04,100.108,-0.03,100.049,-0.06,100.015,-0.03,99.83,-0.18,99.768,-0.06,99.608,-0.16,99.471,-0.14,99.51,0.04,99.442,-0.07,99.517,0.08,99.366,-0.15,99.253,-0.11,98.47,-0.79,98.297,-0.18,98.031,-0.27,97.794,-0.24,97.807,0.01,97.499,-0.31,97.452,-0.05,97.434,-0.02,97.435,0,97.441,0.01,97.341,-0.1,97.315,-0.03,97.317,0,97.299,-0.02,97.238,-0.06,97.226,-0.01,97.073,-0.16,96.766,-0.32
,,기장군,,100.869,-,100.595,-0.27,100.52,-0.07,100.383,-0.14,100.266,-0.12,100.099,-0.17,99.99,-0.11,99.92,-0.07,99.971,0.05,100.011,0.04,99.938,-0.07,99.883,-0.06,99.819,-0.06,99.748,-0.07,99.658,-0.09,99.611,-0.05,99.562,-0.05,99.366,-0.2,99.268,-0.1,99.272,0,99.247,-0.03,99.793,0.55,99.948,0.16,99.921,-0.03,99.972,0.05,99.962,-0.01,99.969,0.01,99.99,0.02,99.998,0.01,100,0,100.022,0.02,100.105,0.08,100.186,0.08,100.08,-0.11,99.273,-0.81,99.034,-0.24,98.785,-0.25,98.685,-0.1,98.656,-0.03,98.546,-0.11,98.331,-0.22,98.091,-0.24,98.102,0.01,98.099,0,98.112,0.01,98.018,-0.1,97.995,-0.02,97.998,0,98.019,0.02,98.062,0.04,98,-0.06,98.049,0.05,98.106,0.06,98.172,0.07,98.197,0.03,98.209,0.01,98.232,0.02,98.268,0.04,98.294,0.03,98.333,0.04,98.311,-0.02,98.251,-0.06,98.098,-0.16,97.806,-0.3,97.579,-0.23,97.394,-0.19,97.461,0.07
,서부산권,,,100.923,-,100.903,-0.02,100.967,0.06,100.998,0.03,101.033,0.03,100.856,-0.18,100.944,0.09,100.919,-0.02,100.883,-0.04,100.917,0.03,100.917,0,100.871,-0.05,100.88,0.01,100.831,-0.05,100.737,-0.09,100.732,-0.01,100.621,-0.11,100.49,-0.13,100.417,-0.07,100.356,-0.06,100.29,-0.07,100.228,-0.06,100.145,-0.08,100.141,0,100.13,-0.01,100.12,-0.01,100.081,-0.04,100.065,-0.02,100.046,-0.02,100,-0.05,99.994,-0.01,99.95,-0.04,99.947,0,99.918,-0.03,99.913,0,99.904,-0.01,99.926,0.02,99.989,0.06,100.072,0.08,100.061,-0.01,100.028,-0.03,100.013,-0.01,99.919,-0.09,99.918,0,99.916,0,99.809,-0.11,99.64,-0.17,99.484,-0.16,99.316,-0.17,99.176,-0.14,99.064,-0.11,99.011,-0.05,98.951,-0.06,98.921,-0.03,98.857,-0.06,98.85,-0.01,98.834,-0.02,98.789,-0.05,98.732,-0.06,98.675,-0.06,98.665,-0.01,98.643,-0.02,98.606,-0.04,98.531,-0.08,98.463,-0.07,98.397,-0.07,98.239,-0.16
,,북구,,101.57,-,101.532,-0.04,101.591,0.06,101.578,-0.01,101.471,-0.11,101.354,-0.12,101.313,-0.04,101.295,-0.02,101.239,-0.06,101.189,-0.05,101.215,0.03,101.186,-0.03,101.153,-0.03,101.043,-0.11,100.953,-0.09,100.907,-0.05,100.817,-0.09,100.668,-0.15,100.525,-0.14,100.441,-0.08,100.313,-0.13,100.209,-0.1,100.044,-0.17,99.979,-0.06,99.92,-0.06,99.92,0,99.942,0.02,99.981,0.04,99.996,0.02,100,0,100.005,0,100.011,0.01,100.018,0.01,100.039,0.02,100.098,0.06,100.094,0,100.105,0.01,100.242,0.14,100.373,0.13,100.403,0.03,100.375,-0.03,100.397,0.02,100.408,0.01,100.381,-0.03,100.333,-0.05,100.282,-0.05,100.236,-0.05,100.31,0.07,100.371,0.06,100.392,0.02,100.401,0.01,100.366,-0.03,100.396,0.03,100.409,0.01,100.387,-0.02,100.435,0.05,100.444,0.01,100.431,-0.01,100.41,-0.02,100.399,-0.01,100.393,-0.01,100.365,-0.03,100.334,-0.03,100.262,-0.07,100.176,-0.09,100.064,-0.11,99.825,-0.24
,,강서구,,102.243,-,102.243,0,102.017,-0.22,102.063,0.04,101.951,-0.11,101.588,-0.36,101.272,-0.31,101.173,-0.1,100.839,-0.33,100.811,-0.03,100.777,-0.03,100.726,-0.05,100.66,-0.07,100.608,-0.05,100.591,-0.02,100.544,-0.05,100.421,-0.12,100.298,-0.12,100.265,-0.03,100.221,-0.04,100.25,0.03,100.193,-0.06,100.107,-0.09,99.963,-0.14,99.914,-0.05,99.88,-0.03,100.185,0.31,100.183,0,99.997,-0.19,100,0,99.917,-0.08,99.959,0.04,99.866,-0.09,99.78,-0.09,99.621,-0.16,99.558,-0.06,99.631,0.07,99.754,0.12,99.991,0.24,100.009,0.02,100.028,0.02,100.06,0.03,100.078,0.02,100.015,-0.06,100.055,0.04,99.809,-0.25,99.406,-0.4,99.089,-0.32,98.531,-0.56,98.087,-0.45,97.804,-0.29,98.071,0.27,97.939,-0.13,97.924,-0.02,97.886,-0.04,97.856,-0.03,97.828,-0.03,97.815,-0.01,97.811,0,97.767,-0.04,97.719,-0.05,97.692,-0.03,97.52,-0.18,97.425,-0.1,97.356,-0.07,97.224,-0.14,96.864,-0.37
,,사상구,,98.807,-,98.776,-0.03,98.937,0.16,98.937,0,99.071,0.14,98.858,-0.22,99.487,0.64,99.618,0.13,99.557,-0.06,99.551,-0.01,99.511,-0.04,99.492,-0.02,99.482,-0.01,99.461,-0.02,99.394,-0.07,99.416,0.02,99.369,-0.05,99.644,0.28,99.8,0.16,99.835,0.03,99.911,0.08,99.939,0.03,99.933,-0.01,100.038,0.11,100.062,0.02,100.103,0.04,100.05,-0.05,100.032,-0.02,100.042,0.01,100,-0.04,100.009,0.01,99.879,-0.13,99.876,0,99.863,-0.01,99.769,-0.09,99.791,0.02,99.872,0.08,99.86,-0.01,99.937,0.08,99.893,-0.04,99.792,-0.1,99.719,-0.07,99.469,-0.25,99.52,0.05,99.55,0.03,99.274,-0.28,98.976,-0.3,98.355,-0.63,97.843,-0.52,97.475,-0.38,97.187,-0.3,97.08,-0.11,97.001,-0.08,96.926,-0.08,96.713,-0.22,96.614,-0.1,96.533,-0.08,96.442,-0.09,96.237,-0.21,96.132,-0.11,96.181,0.05,96.212,0.03,96.188,-0.03,96.116,-0.07,96.057,-0.06,95.98,-0.08,95.778,-0.21
,,사하구,,101.552,-,101.554,0,101.601,0.05,101.697,0.09,101.826,0.13,101.644,-0.18,101.541,-0.1,101.411,-0.13,101.463,0.05,101.617,0.15,101.627,0.01,101.544,-0.08,101.621,0.08,101.613,-0.01,101.485,-0.13,101.511,0.03,101.337,-0.17,100.937,-0.39,100.768,-0.17,100.659,-0.11,100.536,-0.12,100.453,-0.08,100.401,-0.05,100.41,0.01,100.433,0.02,100.384,-0.05,100.221,-0.16,100.149,-0.07,100.11,-0.04,100,-0.11,99.994,-0.01,99.935,-0.06,99.946,0.01,99.868,-0.08,99.902,0.03,99.881,-0.02,99.861,-0.02,99.883,0.02,99.879,0,99.839,-0.04,99.832,-0.01,99.807,-0.03,99.677,-0.13,99.687,0.01,99.696,0.01,99.687,-0.01,99.552,-0.14,99.523,-0.03,99.477,-0.05,99.422,-0.06,99.358,-0.06,99.229,-0.13,99.117,-0.11,99.069,-0.05,99.057,-0.01,99.067,0.01,99.076,0.01,99.02,-0.06,99.008,-0.01,98.934,-0.07,98.893,-0.04,98.843,-0.05,98.84,0,98.766,-0.07,98.71,-0.06,98.719,0.01,98.738,0.02
대구,,,,101.668,-,101.741,0.07,101.745,0,101.721,-0.02,101.631,-0.09,101.652,0.02,101.598,-0.05,101.595,0,101.602,0.01,101.517,-0.08,101.402,-0.11,101.309,-0.09,101.25,-0.06,101.116,-0.13,101.046,-0.07,100.922,-0.12,100.797,-0.12,100.743,-0.05,100.711,-0.03,100.613,-0.1,100.555,-0.06,100.461,-0.09,100.318,-0.14,100.206,-0.11,100.157,-0.05,100.111,-0.05,100.082,-0.03,100.061,-0.02,100.05,-0.01,100,-0.05,100.005,0.01,99.998,-0.01,99.966,-0.03,99.957,-0.01,99.933,-0.02,99.93,0,99.919,-0.01,99.905,-0.01,99.884,-0.02,99.857,-0.03,99.856,0,99.846,-0.01,99.844,0,99.767,-0.08,99.767,0,99.762,0,99.778,0.02,99.777,0,99.77,-0.01,99.798,0.03,99.83,0.03,99.838,0.01,99.892,0.05,99.926,0.03,99.954,0.03,99.981,0.03,99.965,-0.02,99.94,-0.02,99.94,0,99.953,0.01,99.951,0,99.949,0,99.962,0.01,99.968,0.01,100.05,0.08,100.341,0.29,100.785,0.44
,중구,,,100.496,-,100.395,-0.1,100.755,0.36,100.719,-0.04,100.723,0,100.679,-0.04,100.673,-0.01,100.674,0,100.674,0,100.684,0.01,100.679,-0.01,100.346,-0.33,100.348,0,100.331,-0.02,100.335,0,100.335,0,100.28,-0.05,100.257,-0.02,100.235,-0.02,100.217,-0.02,100.196,-0.02,100.168,-0.03,100.133,-0.03,100.135,0,100.112,-0.02,100.108,0,100.068,-0.04,100.036,-0.03,100.004,-0.03,100,0,99.99,-0.01,99.99,0,99.99,0,99.966,-0.02,99.855,-0.11,99.854,0,99.857,0,99.863,0.01,99.865,0,99.867,0,99.849,-0.02,99.843,-0.01,99.842,0,99.836,-0.01,99.829,-0.01,99.779,-0.05,100.225,0.45,100.217,-0.01,100.219,0,100.22,0,100.214,-0.01,100.212,0,100.194,-0.02,100.163,-0.03,100.153,-0.01,100.149,0,100.119,-0.03,100.103,-0.02,100.103,0,100.099,0,100.094,-0.01,100.094,0,100.092,0,100.086,-0.01,100.055,-0.03,100.56,0.5,102.142,1.57
,동구,,,100.558,-,100.527,-0.03,100.652,0.12,100.66,0.01,100.6,-0.06,100.83,0.23,100.82,-0.01,100.823,0,100.824,0,100.717,-0.11,100.627,-0.09,100.497,-0.13,100.508,0.01,100.471,-0.04,100.431,-0.04,100.426,-0.01,100.395,-0.03,100.359,-0.04,100.355,0,100.346,-0.01,100.339,-0.01,100.318,-0.02,100.312,-0.01,100.3,-0.01,100.212,-0.09,100.195,-0.02,100.168,-0.03,100.149,-0.02,100.141,-0.01,100,-0.14,99.997,0,100.001,0,99.959,-0.04,99.967,0.01,99.982,0.01,99.998,0.02,99.948,-0.05,99.954,0.01,99.952,0,99.945,-0.01,99.95,0.01,99.919,-0.03,99.911,-0.01,99.917,0.01,99.91,-0.01,99.895,-0.01,99.887,-0.01,99.87,-0.02,99.878,0.01,99.887,0.01,99.851,-0.04,99.755,-0.1,99.649,-0.11,99.635,-0.01,99.619,-0.02,99.585,-0.03,99.559,-0.03,99.382,-0.18,99.381,0,99.454,0.07,99.489,0.04,99.451,-0.04,99.491,0.04,99.478,-0.01,99.482,0,99.568,0.09,99.594,0.03
,서구,,,100.923,-,100.883,-0.04,101.014,0.13,100.984,-0.03,101.065,0.08,101.052,-0.01,101.039,-0.01,100.93,-0.11,100.934,0,100.939,0,100.946,0.01,100.943,0,100.954,0.01,100.954,0,100.975,0.02,100.838,-0.14,100.82,-0.02,100.818,0,100.635,-0.18,100.534,-0.1,100.535,0,100.407,-0.13,100.232,-0.17,100.147,-0.08,100.032,-0.11,100.031,0,100.02,-0.01,100.014,-0.01,100.008,-0.01,100,-0.01,99.999,0,99.996,0,100.01,0.01,100.023,0.01,100.035,0.01,100.038,0,100.037,0,100.036,0,100.034,0,100.034,0,100.034,0,100.032,0,100.03,0,100.03,0,100.03,0,100.03,0,100.03,0,100.026,0,100.024,0,100.292,0.27,100.508,0.22,100.507,0,100.543,0.04,100.672,0.13,101.071,0.4,101.247,0.17,101.228,-0.02,101.212,-0.02,101.211,0,101.206,-0.01,101.245,0.04,101.24,0,101.225,-0.02,101.21,-0.01,101.189,-0.02,101.162,-0.03,101.098,-0.06
,남구,,,103.309,-,103.29,-0.02,103.261,-0.03,103.106,-0.15,103.188,0.08,103.149,-0.04,103.187,0.04,103.175,-0.01,103.194,0.02,102.892,-0.29,102.871,-0.02,102.822,-0.05,102.708,-0.11,102.724,0.02,102.705,-0.02,102.734,0.03,102.404,-0.32,102.022,-0.37,101.907,-0.11,101.679,-0.22,101.217,-0.45,100.899,-0.31,100.683,-0.21,100.301,-0.38,100.16,-0.14,100.101,-0.06,100.06,-0.04,100.039,-0.02,100.015,-0.02,100,-0.01,99.997,0,99.891,-0.11,99.78,-0.11,99.636,-0.14,99.611,-0.02,99.548,-0.06,99.472,-0.08,99.356,-0.12,99.336,-0.02,99.336,0,99.338,0,99.338,0,99.323,-0.01,99.356,0.03,99.344,-0.01,99.344,0,99.335,-0.01,99.327,-0.01,99.323,0,99.31,-0.01,99.303,-0.01,99.301,0,99.3,0,99.299,0,99.299,0,99.384,0.09,99.38,0,99.38,0,99.38,0,99.38,0,99.379,0,99.373,-0.01,99.368,0,99.384,0.02,99.37,-0.01,99.424,0.05,100.041,0.62
,북구,,,103.557,-,103.479,-0.08,103.542,0.06,103.603,0.06,103.495,-0.11,103.578,0.08,103.548,-0.03,103.531,-0.02,103.512,-0.02,103.473,-0.04,103.263,-0.2,103.152,-0.11,102.735,-0.4,102.319,-0.41,102.047,-0.27,101.724,-0.32,101.643,-0.08,101.491,-0.15,101.417,-0.07,101.294,-0.12,101.291,0,101.169,-0.12,100.807,-0.36,100.593,-0.21,100.569,-0.02,100.369,-0.2,100.285,-0.08,100.211,-0.07,100.162,-0.05,100,-0.16,100,0,100.008,0.01,99.902,-0.11,99.886,-0.02,99.802,-0.08,99.785,-0.02,99.768,-0.02,99.745,-0.02,99.679,-0.07,99.568,-0.11,99.573,0.01,99.529,-0.04,99.532,0,99.53,0,99.526,0,99.526,0,99.535,0.01,99.535,0,99.503,-0.03,99.507,0,99.492,-0.02,99.486,-0.01,99.506,0.02,99.532,0.03,99.592,0.06,99.694,0.1,99.691,0,99.692,0,99.694,0,99.722,0.03,99.749,0.03,99.765,0.02,99.813,0.05,99.85,0.04,99.911,0.06,100.062,0.15,100.378,0.32
,수성구,,,99.755,-,100.313,0.56,100.263,-0.05,100.307,0.04,100.296,-0.01,100.278,-0.02,100.283,0.01,100.275,-0.01,100.29,0.01,100.301,0.01,100.305,0,100.31,0.01,100.348,0.04,100.36,0.01,100.371,0.01,100.366,-0.01,100.354,-0.01,100.353,0,100.325,-0.03,100.3,-0.03,100.27,-0.03,100.252,-0.02,100.234,-0.02,100.22,-0.01,100.199,-0.02,100.189,-0.01,100.107,-0.08,100.073,-0.03,100.039,-0.03,100,-0.04,99.999,0,99.975,-0.02,99.965,-0.01,99.955,-0.01,99.932,-0.02,99.93,0,99.947,0.02,99.951,0,99.951,0,99.95,0,99.938,-0.01,99.943,0,99.942,0,99.923,-0.02,99.923,0,99.933,0.01,99.951,0.02,99.972,0.02,99.967,-0.01,99.988,0.02,100.003,0.02,100.033,0.03,100.144,0.11,100.131,-0.01,100.127,0,100.092,-0.03,100.08,-0.01,100.088,0.01,100.082,-0.01,100.077,-0.01,100.036,-0.04,100.03,-0.01,100.033,0,100.088,0.05,100.183,0.1,100.622,0.44,100.712,0.09
,달서구,,,101.301,-,101.23,-0.07,101.15,-0.08,101.019,-0.13,100.8,-0.22,100.74,-0.06,100.574,-0.17,100.597,0.02,100.619,0.02,100.665,0.05,100.689,0.02,100.727,0.04,100.777,0.05,100.769,-0.01,100.84,0.07,100.778,-0.06,100.495,-0.28,100.505,0.01,100.531,0.03,100.389,-0.14,100.317,-0.07,100.187,-0.13,100.049,-0.14,99.903,-0.15,99.852,-0.05,99.853,0,99.897,0.04,99.921,0.02,99.96,0.04,100,0.04,100.025,0.03,100.023,0,100.025,0,100.025,0,100.02,0,100.02,0,100.01,-0.01,99.979,-0.03,99.955,-0.02,99.945,-0.01,99.952,0.01,99.963,0.01,99.961,0,99.964,0,99.971,0.01,99.964,-0.01,99.962,0,99.959,0,99.957,0,99.999,0.04,100.04,0.04,100.071,0.03,100.089,0.02,100.146,0.06,100.162,0.02,100.138,-0.02,100.106,-0.03,100.097,-0.01,100.096,0,100.095,0,100.083,-0.01,100.09,0.01,100.074,-0.02,100.046,-0.03,100.233,0.19,100.782,0.55,101.957,1.17
,달성군,,,105.351,-,105.334,-0.02,105.287,-0.04,105.264,-0.02,105.254,-0.01,105.246,-0.01,105.248,0,105.251,0,105.253,0,104.306,-0.9,103.392,-0.88,102.64,-0.73,102.683,0.04,102.076,-0.59,101.633,-0.43,101.209,-0.42,101.092,-0.12,100.973,-0.12,100.893,-0.08,100.704,-0.19,100.525,-0.18,100.394,-0.13,100.245,-0.15,100.148,-0.1,100.1,-0.05,100.098,0,100.082,-0.02,100.055,-0.03,100.025,-0.03,100,-0.02,99.995,0,99.982,-0.01,99.973,-0.01,99.966,-0.01,99.961,0,99.969,0.01,99.973,0,99.982,0.01,99.975,-0.01,99.963,-0.01,99.949,-0.01,99.939,-0.01,99.936,0,99.333,-0.6,99.335,0,99.324,-0.01,99.319,-0.01,99.311,-0.01,99.311,0,99.326,0.01,99.47,0.14,99.537,0.07,99.826,0.29,99.944,0.12,99.95,0.01,100.071,0.12,100.078,0.01,100.076,0,100.078,0,100.078,0,100.062,-0.02,100.053,-0.01,100.072,0.02,100.052,-0.02,100.083,0.03,100.148,0.07,100.091,-0.06
광주,,,,102.361,-,102.151,-0.2,102.07,-0.08,101.932,-0.13,101.812,-0.12,101.689,-0.12,101.504,-0.18,101.455,-0.05,101.231,-0.22,101.088,-0.14,101.159,0.07,101.057,-0.1,100.905,-0.15,100.832,-0.07,100.765,-0.07,100.717,-0.05,100.71,-0.01,100.69,-0.02,100.614,-0.08,100.612,0,100.588,-0.02,100.579,-0.01,100.522,-0.06,100.342,-0.18,100.316,-0.03,100.253,-0.06,100.174,-0.08,100.134,-0.04,100.044,-0.09,100,-0.04,100.015,0.01,100.017,0,99.99,-0.03,99.959,-0.03,99.93,-0.03,99.944,0.01,99.917,-0.03,99.883,-0.03,99.894,0.01,99.871,-0.02,99.803,-0.07,99.784,-0.02,99.751,-0.03,99.728,-0.02,99.721,-0.01,99.707,-0.01,99.705,0,99.682,-0.02,99.657,-0.02,99.638,-0.02,99.602,-0.04,99.577,-0.03,99.531,-0.05,99.517,-0.01,99.487,-0.03,99.468,-0.02,99.467,0,99.451,-0.02,99.446,-0.01,99.445,0,99.438,-0.01,99.444,0.01,99.425,-0.02,99.391,-0.03,99.388,0,99.356,-0.03,99.507,0.15
,동구,,,101.873,-,101.603,-0.27,101.357,-0.24,101.144,-0.21,100.9,-0.24,100.747,-0.15,100.537,-0.21,100.251,-0.28,100.087,-0.16,100.156,0.07,100.079,-0.08,100.211,0.13,100.083,-0.13,99.956,-0.13,99.908,-0.05,99.917,0.01,100.019,0.1,100.043,0.02,100.055,0.01,100.139,0.08,100.078,-0.06,100.096,0.02,100.017,-0.08,100.041,0.02,100.051,0.01,100.043,-0.01,100.06,0.02,100.051,-0.01,100.01,-0.04,100,-0.01,100,0,100.075,0.07,100.071,0,100.1,0.03,99.886,-0.21,100.123,0.24,100.312,0.19,100.279,-0.03,100.448,0.17,100.477,0.03,100.461,-0.02,100.451,-0.01,100.444,-0.01,100.444,0,100.444,0,100.492,0.05,100.417,-0.07,100.253,-0.16,100.191,-0.06,100.255,0.06,100.318,0.06,100.328,0.01,100.329,0,100.314,-0.01,100.252,-0.06,100.173,-0.08,100.12,-0.05,100.082,-0.04,100.082,0,100.029,-0.05,100.039,0.01,100.146,0.11,100.226,0.08,100.246,0.02,100.267,0.02,100.388,0.12,100.601,0.21
,서구,,,102.327,-,102.181,-0.14,102.196,0.01,102.029,-0.16,101.85,-0.18,101.661,-0.19,101.124,-0.53,101.079,-0.04,100.78,-0.3,100.753,-0.03,100.829,0.08,100.705,-0.12,100.736,0.03,100.651,-0.08,100.625,-0.03,100.596,-0.03,100.598,0,100.596,0,100.48,-0.12,100.473,-0.01,100.458,-0.02,100.464,0.01,100.381,-0.08,100.307,-0.07,100.259,-0.05,100.264,0.01,100.108,-0.16,100.06,-0.05,100.134,0.07,100,-0.13,100.065,0.06,100.058,-0.01,100.052,-0.01,99.936,-0.12,99.849,-0.09,99.778,-0.07,99.717,-0.06,99.692,-0.02,99.721,0.03,99.691,-0.03,99.627,-0.06,99.567,-0.06,99.481,-0.09,99.461,-0.02,99.443,-0.02,99.437,-0.01,99.412,-0.03,99.386,-0.03,99.341,-0.05,99.266,-0.08,99.227,-0.04,99.166,-0.06,99.079,-0.09,99.056,-0.02,99.008,-0.05,98.988,-0.02,98.978,-0.01,98.951,-0.03,98.941,-0.01,98.958,0.02,98.934,-0.02,98.945,0.01,98.951,0.01,98.947,0,98.953,0.01,98.97,0.02,99.092,0.12
,남구,,,101.63,-,101.407,-0.22,101.2,-0.2,101.118,-0.08,100.632,-0.48,100.508,-0.12,100.554,0.05,100.494,-0.06,100.357,-0.14,100.272,-0.09,100.223,-0.05,100.114,-0.11,99.978,-0.14,99.976,0,99.891,-0.09,99.901,0.01,99.956,0.06,99.934,-0.02,99.858,-0.08,99.85,-0.01,99.838,-0.01,99.903,0.06,99.913,0.01,99.608,-0.31,99.781,0.17,99.813,0.03,99.878,0.07,100.044,0.17,100.026,-0.02,100,-0.03,100.11,0.11,100.188,0.08,100.188,0,100.216,0.03,100.241,0.02,100.37,0.13,100.361,-0.01,100.224,-0.14,100.122,-0.1,100.011,-0.11,99.845,-0.17,99.807,-0.04,99.734,-0.07,99.744,0.01,99.73,-0.01,99.724,-0.01,99.754,0.03,99.701,-0.05,99.598,-0.1,99.486,-0.11,99.302,-0.18,99.198,-0.11,99.036,-0.16,99.004,-0.03,98.91,-0.09,98.845,-0.07,98.852,0.01,98.81,-0.04,98.772,-0.04,98.733,-0.04,98.731,0,98.742,0.01,98.734,-0.01,98.664,-0.07,98.585,-0.08,98.456,-0.13,98.912,0.46
,북구,,,103.29,-,103.055,-0.23,102.991,-0.06,102.787,-0.2,102.856,0.07,102.823,-0.03,102.754,-0.07,102.733,-0.02,102.309,-0.41,101.988,-0.31,102.227,0.23,102.039,-0.18,101.796,-0.24,101.707,-0.09,101.58,-0.12,101.477,-0.1,101.418,-0.06,101.392,-0.03,101.316,-0.08,101.319,0,101.293,-0.03,101.287,-0.01,101.274,-0.01,100.91,-0.36,100.767,-0.14,100.594,-0.17,100.404,-0.19,100.276,-0.13,100.024,-0.25,100,-0.02,99.964,-0.04,99.955,-0.01,99.883,-0.07,99.86,-0.02,99.856,0,99.874,0.02,99.793,-0.08,99.775,-0.02,99.817,0.04,99.81,-0.01,99.77,-0.04,99.732,-0.04,99.724,-0.01,99.717,-0.01,99.72,0,99.697,-0.02,99.711,0.01,99.716,0,99.709,-0.01,99.717,0.01,99.731,0.01,99.731,0,99.727,0,99.73,0,99.723,-0.01,99.718,-0.01,99.716,0,99.711,0,99.713,0,99.715,0,99.723,0.01,99.717,-0.01,99.673,-0.04,99.615,-0.06,99.602,-0.01,99.548,-0.05,99.671,0.12
,광산구,,,101.841,-,101.622,-0.22,101.529,-0.09,101.47,-0.06,101.388,-0.08,101.226,-0.16,101.092,-0.13,101.046,-0.05,101.044,0,100.939,-0.1,100.905,-0.03,100.883,-0.02,100.671,-0.21,100.599,-0.07,100.569,-0.03,100.528,-0.04,100.52,-0.01,100.485,-0.03,100.431,-0.05,100.417,-0.01,100.387,-0.03,100.323,-0.06,100.208,-0.11,100.175,-0.03,100.186,0.01,100.131,-0.06,100.145,0.01,100.098,-0.05,100.008,-0.09,100,-0.01,99.982,-0.02,99.955,-0.03,99.94,-0.01,99.934,-0.01,99.926,-0.01,99.915,-0.01,99.932,0.02,99.927,-0.01,99.923,0,99.924,0,99.863,-0.06,99.908,0.04,99.91,0,99.844,-0.07,99.839,0,99.815,-0.02,99.809,-0.01,99.795,-0.01,99.815,0.02,99.846,0.03,99.817,-0.03,99.827,0.01,99.821,-0.01,99.806,-0.01,99.803,0,99.806,0,99.816,0.01,99.815,0,99.821,0.01,99.832,0.01,99.818,-0.01,99.812,-0.01,99.777,-0.04,99.754,-0.02,99.788,0.03,99.765,-0.02,99.803,0.04
