지 역,Unnamed: 1,Unnamed: 2,Unnamed: 3,2015년 06월,Unnamed: 5,2015년 07월,Unnamed: 7,2015년 08월,Unnamed: 9,2015년 09월,Unnamed: 11,2015년 10월,Unnamed: 13,2015년 11월,Unnamed: 15,2015년 12월,Unnamed: 17,2016년 01월,Unnamed: 19,2016년 02월,Unnamed: 21,2016년 03월,Unnamed: 23,2016년 04월,Unnamed: 25,2016년 05월,Unnamed: 27,2016년 06월,Unnamed: 29,2016년 07월,Unnamed: 31,2016년 08월,Unnamed: 33,2016년 09월,Unnamed: 35,2016년 10월,Unnamed: 37,2016년 11월,Unnamed: 39,2016년 12월,Unnamed: 41,2017년 01월,Unnamed: 43,2017년 02월,Unnamed: 45,2017년 03월,Unnamed: 47,2017년 04월,Unnamed: 49,2017년 05월,Unnamed: 51,2017년 06월,Unnamed: 53,2017년 07월,Unnamed: 55,2017년 08월,Unnamed: 57,2017년 09월,Unnamed: 59,2017년 10월,Unnamed: 61,2017년 11월,Unnamed: 63,2017년 12월,Unnamed: 65,2018년 01월,Unnamed: 67,2018년 02월,Unnamed: 69,2018년 03월,Unnamed: 71,2018년 04월,Unnamed: 73,2018년 05월,Unnamed: 75,2018년 06월,Unnamed: 77,2018년 07월,Unnamed: 79,2018년 08월,Unnamed: 81,2018년 09월,Unnamed: 83,2018년 10월,Unnamed: 85,2018년 11월,Unnamed: 87,2018년 12월,Unnamed: 89,2019년 01월,Unnamed: 91,2019년 02월,Unnamed: 93,2019년 03월,Unnamed: 95,2019년 04월,Unnamed: 97,2019년 05월,Unnamed: 99,2019년 06월,Unnamed: 101,2019년 07월,Unnamed: 103,2019년 08월,Unnamed: 105,2019년 09월,Unnamed: 107,2019년 10월,Unnamed: 109,2019년 11월,Unnamed: 111,2019년 12월,Unnamed: 113,2020년 01월,Unnamed: 115,2020년 02월,Unnamed: 117,2020년 03월,Unnamed: 119,2020년 04월,Unnamed: 121,2020년 05월,Unnamed: 123,2020년 06월,Unnamed: 125,2020년 07월,Unnamed: 127,2020년 08월,Unnamed: 129,2020년 09월,Unnamed: 131,2020년 10월,Unnamed: 133,2020년 11월,Unnamed: 135,2020년 12월,Unnamed: 137
,,,,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률
대전,,,,102.076,-,102.056,-0.02,102.008,-0.05,101.715,-0.29,101.6,-0.11,101.62,0.02,101.483,-0.13,101.572,0.09,101.556,-0.02,101.564,0.01,101.511,-0.05,101.391,-0.12,101.331,-0.06,101.325,-0.01,101.273,-0.05,101.169,-0.1,101.093,-0.07,101.091,0,101.013,-0.08,100.973,-0.04,100.864,-0.11,100.737,-0.13,100.546,-0.19,100.427,-0.12,100.313,-0.11,100.262,-0.05,100.246,-0.02,100.258,0.01,100.128,-0.13,100,-0.13,99.984,-0.02,99.952,-0.03,99.895,-0.06,99.826,-0.07,99.747,-0.08,99.779,0.03,99.806,0.03,99.78,-0.03,99.769,-0.01,99.724,-0.04,99.701,-0.02,99.636,-0.06,99.599,-0.04,99.438,-0.16,99.375,-0.06,99.392,0.02,99.382,-0.01,99.338,-0.04,99.272,-0.07,99.275,0,99.204,-0.07,99.066,-0.14,99.015,-0.05,98.929,-0.09,98.847,-0.08,98.767,-0.08,98.666,-0.1,98.555,-0.11,98.5,-0.06,98.445,-0.06,98.347,-0.1,98.348,0,98.664,0.32,98.593,-0.07,98.575,-0.02,98.559,-0.02,99.49,0.94
,동구,,,99.667,-,99.707,0.04,99.898,0.19,99.847,-0.05,99.998,0.15,100.186,0.19,100.152,-0.03,100.19,0.04,100.397,0.21,100.488,0.09,100.512,0.02,100.283,-0.23,100.416,0.13,100.557,0.14,100.713,0.16,100.808,0.09,100.796,-0.01,100.85,0.05,100.834,-0.02,100.788,-0.05,100.7,-0.09,100.683,-0.02,100.649,-0.03,100.592,-0.06,100.621,0.03,100.631,0.01,100.641,0.01,100.595,-0.05,100.148,-0.44,100,-0.15,99.835,-0.16,99.793,-0.04,99.652,-0.14,99.271,-0.38,99.237,-0.03,99.094,-0.14,99.093,0,99.077,-0.02,99.082,0,99.079,0,99.086,0.01,99.104,0.02,99.085,-0.02,99.067,-0.02,99.081,0.01,99.131,0.05,99.23,0.1,99.165,-0.07,99.147,-0.02,99.121,-0.03,99.033,-0.09,98.877,-0.16,98.705,-0.17,98.511,-0.2,98.475,-0.04,98.434,-0.04,98.283,-0.15,98.12,-0.17,97.979,-0.14,97.893,-0.09,97.728,-0.17,97.683,-0.05,97.508,-0.18,97.424,-0.09,97.308,-0.12,97.227,-0.08,97.258,0.03
,중구,,,101.625,-,101.484,-0.14,101.577,0.09,101.414,-0.16,101.129,-0.28,101.149,0.02,101.278,0.13,101.851,0.57,101.77,-0.08,101.729,-0.04,101.684,-0.04,101.51,-0.17,101.359,-0.15,101.329,-0.03,101.242,-0.09,101.187,-0.05,101.129,-0.06,101.379,0.25,101.362,-0.02,101.46,0.1,101.26,-0.2,100.911,-0.35,100.481,-0.43,100.312,-0.17,100.065,-0.25,100.071,0.01,99.962,-0.11,99.95,-0.01,99.954,0,100,0.05,100.035,0.04,100.05,0.02,99.995,-0.05,99.99,-0.01,100.004,0.01,100.013,0.01,99.998,-0.02,99.986,-0.01,99.94,-0.05,99.839,-0.1,99.813,-0.03,99.709,-0.1,99.691,-0.02,99.572,-0.12,99.361,-0.21,99.435,0.07,99.417,-0.02,99.302,-0.12,99.204,-0.1,99.188,-0.02,99.136,-0.05,98.91,-0.23,98.84,-0.07,98.702,-0.14,98.508,-0.2,98.329,-0.18,98.233,-0.1,98.105,-0.13,98.052,-0.05,98.001,-0.05,97.804,-0.2,97.611,-0.2,97.455,-0.16,97.398,-0.06,97.284,-0.12,97.149,-0.14,97.222,0.07
,서구,,,103.444,-,103.388,-0.05,103.237,-0.15,102.591,-0.63,102.325,-0.26,102.264,-0.06,101.9,-0.36,101.869,-0.03,101.799,-0.07,101.768,-0.03,101.62,-0.15,101.488,-0.13,101.381,-0.11,101.369,-0.01,101.25,-0.12,101.078,-0.17,101.013,-0.06,100.954,-0.06,100.881,-0.07,100.831,-0.05,100.733,-0.1,100.63,-0.1,100.577,-0.05,100.554,-0.02,100.452,-0.1,100.3,-0.15,100.357,0.06,100.371,0.01,100.268,-0.1,100,-0.27,99.994,-0.01,99.94,-0.05,99.904,-0.04,99.896,-0.01,99.759,-0.14,99.773,0.01,99.823,0.05,99.8,-0.02,99.783,-0.02,99.718,-0.07,99.7,-0.02,99.641,-0.06,99.644,0,99.256,-0.39,99.17,-0.09,99.179,0.01,99.121,-0.06,99.075,-0.05,98.932,-0.14,98.992,0.06,98.906,-0.09,98.654,-0.25,98.634,-0.02,98.571,-0.06,98.53,-0.04,98.44,-0.09,98.36,-0.08,98.192,-0.17,98.146,-0.05,98.082,-0.06,98.099,0.02,98.262,0.17,99.092,0.84,99.103,0.01,99.223,0.12,99.358,0.14,100.452,1.1
,유성구,,,102.511,-,102.474,-0.04,102.286,-0.18,102.162,-0.12,102.152,-0.01,102.171,0.02,102.057,-0.11,102.117,0.06,102.12,0,102.134,0.01,102.104,-0.03,102.049,-0.05,102.015,-0.03,101.956,-0.06,101.91,-0.04,101.794,-0.11,101.662,-0.13,101.52,-0.14,101.324,-0.19,101.187,-0.14,101.076,-0.11,100.987,-0.09,100.624,-0.36,100.318,-0.3,100.17,-0.15,100.223,0.05,100.27,0.05,100.289,0.02,100.091,-0.2,100,-0.09,100.013,0.01,99.99,-0.02,100.027,0.04,99.977,-0.05,99.879,-0.1,100.134,0.25,100.212,0.08,100.177,-0.04,100.169,-0.01,100.143,-0.03,100.079,-0.06,99.967,-0.11,99.83,-0.14,99.82,-0.01,99.814,-0.01,99.802,-0.01,99.801,0,99.782,-0.02,99.786,0,99.792,0.01,99.725,-0.07,99.743,0.02,99.707,-0.04,99.651,-0.06,99.546,-0.11,99.503,-0.04,99.366,-0.14,99.363,0,99.336,-0.03,99.293,-0.04,99.046,-0.25,98.932,-0.11,99.205,0.28,99.034,-0.17,98.96,-0.07,98.847,-0.11,100.851,2.03
,대덕구,,,100.382,-,100.59,0.21,100.667,0.08,100.636,-0.03,100.683,0.05,100.753,0.07,100.776,0.02,100.694,-0.08,100.646,-0.05,100.729,0.08,100.817,0.09,100.786,-0.03,100.722,-0.06,100.715,-0.01,100.665,-0.05,100.505,-0.16,100.423,-0.08,100.478,0.06,100.481,0,100.489,0.01,100.453,-0.04,100.356,-0.1,100.27,-0.08,100.256,-0.01,100.204,-0.05,100.091,-0.11,99.823,-0.27,99.913,0.09,100.005,0.09,100,0,99.989,-0.01,99.95,-0.04,99.71,-0.24,99.68,-0.03,99.643,-0.04,99.472,-0.17,99.404,-0.07,99.366,-0.04,99.393,0.03,99.398,0.01,99.418,0.02,99.398,-0.02,99.409,0.01,99.402,-0.01,99.397,0,99.392,-0.01,99.402,0.01,99.431,0.03,99.434,0,99.309,-0.13,99.271,-0.04,99.281,0.01,99.25,-0.03,99.22,-0.03,99.163,-0.06,99.12,-0.04,99.092,-0.03,98.999,-0.09,98.951,-0.05,98.931,-0.02,99.022,0.09,99.098,0.08,99.137,0.04,99.029,-0.11,98.954,-0.08,98.934,-0.02,99.21,0.28
울산,,,,102.378,-,102.333,-0.04,102.289,-0.04,102.336,0.05,102.374,0.04,102.331,-0.04,102.346,0.01,102.261,-0.08,102.104,-0.15,101.985,-0.12,101.881,-0.1,101.691,-0.19,101.502,-0.19,101.393,-0.11,101.26,-0.13,101.124,-0.13,100.85,-0.27,100.668,-0.18,100.507,-0.16,100.526,0.02,100.487,-0.04,100.43,-0.06,100.372,-0.06,100.261,-0.11,100.267,0.01,100.209,-0.06,100.126,-0.08,100.092,-0.03,100.059,-0.03,100,-0.06,99.911,-0.09,99.719,-0.19,99.197,-0.52,99.03,-0.17,98.557,-0.48,98.008,-0.56,97.308,-0.71,96.46,-0.87,95.343,-1.16,94.63,-0.75,93.684,-1,92.535,-1.23,91.46,-1.16,90.951,-0.56,90.507,-0.49,89.723,-0.87,89.186,-0.6,88.708,-0.54,88.288,-0.47,87.921,-0.42,87.579,-0.39,87.496,-0.09,87.458,-0.04,87.493,0.04,87.619,0.14,87.745,0.14,88.035,0.33,88.255,0.25,88.434,0.2,88.562,0.14,88.755,0.22,88.87,0.13,88.95,0.09,89.268,0.36,89.742,0.53,90.504,0.85,91.678,1.3
,중구,,,102.184,-,102.159,-0.02,102.076,-0.08,102.314,0.23,102.213,-0.1,102.28,0.07,102.24,-0.04,101.973,-0.26,101.715,-0.25,101.66,-0.05,101.481,-0.18,101.098,-0.38,100.789,-0.3,100.689,-0.1,100.45,-0.24,100.319,-0.13,100.248,-0.07,100.337,0.09,100.273,-0.06,100.248,-0.03,100.161,-0.09,100.025,-0.14,99.921,-0.1,99.824,-0.1,99.777,-0.05,99.796,0.02,99.851,0.05,99.936,0.09,99.989,0.05,100,0.01,100.062,0.06,100.126,0.06,100.279,0.15,100.54,0.26,100.545,0,100.884,0.34,101.045,0.16,101.037,-0.01,100.185,-0.84,100.243,0.06,99.904,-0.34,99.146,-0.76,98.501,-0.65,98.482,-0.02,98.22,-0.27,96.635,-1.61,95.708,-0.96,95.199,-0.53,95.255,0.06,94.729,-0.55,94.739,0.01,94.748,0.01,94.791,0.05,94.863,0.08,94.892,0.03,94.794,-0.1,94.873,0.08,95.063,0.2,95.143,0.08,95.172,0.03,95.393,0.23,95.363,-0.03,95.631,0.28,96.261,0.66,97.152,0.93,97.767,0.63,100.006,2.29
,남구,,,102.804,-,102.804,0,102.796,-0.01,102.921,0.12,103.041,0.12,103.126,0.08,103.131,0,103.004,-0.12,102.775,-0.22,102.557,-0.21,102.444,-0.11,102.204,-0.23,101.967,-0.23,101.979,0.01,102.004,0.02,101.866,-0.13,101.398,-0.46,101.1,-0.29,100.693,-0.4,100.699,0.01,100.599,-0.1,100.54,-0.06,100.418,-0.12,100.144,-0.27,100.148,0,100.103,-0.04,100.054,-0.05,100.055,0,100.005,-0.05,100,0,99.935,-0.07,99.956,0.02,99.855,-0.1,99.84,-0.02,99.651,-0.19,99.646,-0.01,99.717,0.07,99.586,-0.13,98.927,-0.66,98.464,-0.47,97.871,-0.6,96.667,-1.23,95.702,-1,95.669,-0.03,95.257,-0.43,95.059,-0.21,94.922,-0.14,94.602,-0.34,94.089,-0.54,94.021,-0.07,93.848,-0.18,93.761,-0.09,93.702,-0.06,93.658,-0.05,93.495,-0.17,93.382,-0.12,93.462,0.09,93.438,-0.03,93.399,-0.04,93.431,0.03,93.336,-0.1,93.177,-0.17,92.895,-0.3,93.21,0.34,93.369,0.17,94.266,0.96,95.528,1.34
,동구,,,102.101,-,102.073,-0.03,101.979,-0.09,102.091,0.11,102.355,0.26,101.879,-0.46,101.833,-0.05,101.869,0.04,101.727,-0.14,101.608,-0.12,101.589,-0.02,101.572,-0.02,101.546,-0.03,101.157,-0.38,100.829,-0.32,100.666,-0.16,100.433,-0.23,99.835,-0.6,99.71,-0.13,99.837,0.13,99.964,0.13,99.943,-0.02,99.905,-0.04,100.047,0.14,100.142,0.1,100.003,-0.14,100.009,0.01,100.042,0.03,100.069,0.03,100,-0.07,99.938,-0.06,99.652,-0.29,98.568,-1.09,97.827,-0.75,96.941,-0.91,95.861,-1.11,94.175,-1.76,92.767,-1.49,91.043,-1.86,90.219,-0.91,89.068,-1.27,87.753,-1.48,86.558,-1.36,85.804,-0.87,85.503,-0.35,84.776,-0.85,84.044,-0.86,83.48,-0.67,82.751,-0.87,81.969,-0.94,81.454,-0.63,81.149,-0.37,81.063,-0.11,81.055,-0.01,81.641,0.72,81.769,0.16,82.234,0.57,83.093,1.04,83.688,0.72,83.839,0.18,84.271,0.51,84.448,0.21,84.532,0.1,85.066,0.63,85.74,0.79,87.265,1.78,88.706,1.65
,북구,,,103.284,-,103.164,-0.12,103.16,0,102.96,-0.19,102.893,-0.07,102.83,-0.06,102.883,0.05,102.851,-0.03,102.759,-0.09,102.712,-0.05,102.573,-0.14,102.498,-0.07,102.333,-0.16,102.254,-0.08,102.157,-0.09,102.099,-0.06,101.791,-0.3,101.739,-0.05,101.734,0,101.705,-0.03,101.616,-0.09,101.541,-0.07,101.556,0.01,101.332,-0.22,101.323,-0.01,101.218,-0.1,100.773,-0.44,100.462,-0.31,100.282,-0.18,100,-0.28,99.668,-0.33,98.815,-0.86,97.365,-1.47,96.949,-0.43,95.637,-1.35,93.656,-2.07,91.553,-2.25,89.44,-2.31,87.43,-2.25,85.466,-2.25,83.597,-2.19,81.877,-2.06,80.317,-1.91,79.061,-1.56,78.322,-0.93,77.264,-1.35,76.484,-1.01,75.769,-0.93,75.192,-0.76,74.561,-0.84,74.187,-0.5,74.182,-0.01,74.156,-0.04,74.346,0.26,74.681,0.45,75.37,0.92,76.124,1,76.464,0.45,76.968,0.66,77.379,0.53,77.928,0.71,78.364,0.56,78.937,0.73,79.439,0.64,80.136,0.88,80.882,0.93,82.007,1.39
,울주군,,,101.183,-,101.103,-0.08,101.033,-0.07,100.962,-0.07,100.897,-0.06,100.913,0.02,101.012,0.1,101.011,0,100.998,-0.01,100.917,-0.08,100.867,-0.05,100.68,-0.18,100.526,-0.15,100.398,-0.13,100.211,-0.19,100.018,-0.19,99.883,-0.13,99.873,-0.01,99.863,-0.01,99.903,0.04,99.926,0.02,99.936,0.01,99.943,0.01,100.002,0.06,100.002,0,99.961,-0.04,99.969,0.01,99.98,0.01,99.987,0.01,100,0.01,99.975,-0.03,99.984,0.01,99.606,-0.38,99.542,-0.06,99.447,-0.1,99.24,-0.21,98.931,-0.31,98.091,-0.85,97.597,-0.5,97.406,-0.2,96.665,-0.76,96.162,-0.52,95.263,-0.94,94.749,-0.54,94.372,-0.4,93.682,-0.73,93.363,-0.34,93.073,-0.31,92.888,-0.2,92.936,0.05,92.202,-0.79,92.14,-0.07,92.088,-0.06,92.046,-0.04,92.013,-0.04,91.913,-0.11,91.914,0,91.829,-0.09,91.638,-0.21,91.592,-0.05,91.531,-0.07,91.723,0.21,91.556,-0.18,91.176,-0.41,91.331,0.17,91.377,0.05,91.354,-0.03
세종,,,,111.596,-,111.59,-0.01,111.38,-0.19,111.353,-0.02,111.172,-0.16,111.129,-0.04,111.041,-0.08,111.014,-0.02,110.928,-0.08,110.837,-0.08,110.697,-0.13,110.799,0.09,110.849,0.05,110.765,-0.08,110.671,-0.09,110.689,0.02,110.721,0.03,110.768,0.04,110.721,-0.04,110.66,-0.05,110.661,0,109.973,-0.62,106.763,-2.92,101.799,-4.65,100.198,-1.57,99.905,-0.29,99.984,0.08,100.003,0.02,100.016,0.01,100,-0.02,99.943,-0.06,100.145,0.2,99.829,-0.32,99.683,-0.15,99.53,-0.15,99.273,-0.26,98.29,-0.99,97.494,-0.81,97.238,-0.26,97.152,-0.09,97.377,0.23,98.066,0.71,99.475,1.44,100.034,0.56,100.06,0.03,100.185,0.12,100.253,0.07,100.166,-0.09,99.95,-0.22,100.012,0.06,100.038,0.03,100.08,0.04,100.062,-0.02,100.008,-0.05,99.941,-0.07,99.702,-0.24,99.98,0.28,100.364,0.38,100.627,0.26,100.816,0.19,101.058,0.24,101.926,0.86,102.56,0.62,102.827,0.26,103.455,0.61,104.614,1.12,109.49,4.66
강원,,,,101.022,-,101.006,-0.02,100.981,-0.02,100.965,-0.02,100.914,-0.05,100.839,-0.07,100.768,-0.07,100.723,-0.04,100.655,-0.07,100.628,-0.03,100.608,-0.02,100.553,-0.05,100.563,0.01,100.516,-0.05,100.491,-0.02,100.492,0,100.453,-0.04,100.387,-0.07,100.335,-0.05,100.321,-0.01,100.294,-0.03,100.27,-0.02,100.226,-0.04,100.128,-0.1,100.113,-0.01,100.111,0,100.068,-0.04,100.08,0.01,100,-0.08,100,0,99.983,-0.02,100.013,0.03,100.041,0.03,99.987,-0.05,99.973,-0.01,99.773,-0.2,99.623,-0.15,99.423,-0.2,99.376,-0.05,99.207,-0.17,99.129,-0.08,98.918,-0.21,98.594,-0.33,98.475,-0.12,98.451,-0.02,98.398,-0.05,98.122,-0.28,97.902,-0.22,97.724,-0.18,97.568,-0.16,97.405,-0.17,97.13,-0.28,96.943,-0.19,96.883,-0.06,96.831,-0.05,96.798,-0.03,96.722,-0.08,96.703,-0.02,96.661,-0.04,96.627,-0.03,96.574,-0.06,96.597,0.02,96.789,0.2,96.928,0.14,97.055,0.13,97.204,0.15,97.548,0.35
,춘천시,,,101.327,-,101.314,-0.01,101.27,-0.04,101.229,-0.04,101.169,-0.06,101.007,-0.16,100.948,-0.06,100.845,-0.1,100.744,-0.1,100.706,-0.04,100.708,0,100.647,-0.06,100.649,0,100.638,-0.01,100.617,-0.02,100.568,-0.05,100.483,-0.08,100.368,-0.12,100.306,-0.06,100.245,-0.06,100.167,-0.08,100.087,-0.08,100.059,-0.03,99.966,-0.09,99.99,0.02,100.124,0.13,100.126,0,100.095,-0.03,100.014,-0.08,100,-0.01,99.959,-0.04,99.99,0.03,100,0.01,100.021,0.02,100.053,0.03,100.092,0.04,100.13,0.04,99.848,-0.28,99.724,-0.12,99.579,-0.14,99.525,-0.05,99.465,-0.06,99.485,0.02,99.545,0.06,99.559,0.01,99.556,0,99.574,0.02,99.588,0.01,99.509,-0.08,99.492,-0.02,99.195,-0.3,99.044,-0.15,98.986,-0.06,98.922,-0.06,98.754,-0.17,98.576,-0.18,98.56,-0.02,98.551,-0.01,98.547,0,98.54,-0.01,98.52,-0.02,98.481,-0.04,98.669,0.19,98.607,-0.06,98.471,-0.14,98.509,0.04,98.794,0.29
,원주시,,,100.966,-,100.933,-0.03,100.906,-0.03,100.85,-0.06,100.718,-0.13,100.634,-0.08,100.515,-0.12,100.463,-0.05,100.456,-0.01,100.442,-0.01,100.415,-0.03,100.332,-0.08,100.301,-0.03,100.272,-0.03,100.236,-0.04,100.23,-0.01,100.245,0.01,100.173,-0.07,100.168,-0.01,100.149,-0.02,100.141,-0.01,100.204,0.06,100.156,-0.05,100.048,-0.11,100.029,-0.02,100.026,0,99.994,-0.03,99.987,-0.01,99.967,-0.02,100,0.03,99.951,-0.05,99.923,-0.03,99.92,0,99.944,0.02,99.968,0.02,99.444,-0.52,99.054,-0.39,98.746,-0.31,98.801,0.06,98.732,-0.07,98.772,0.04,98.199,-0.58,97.323,-0.89,97.023,-0.31,96.961,-0.06,96.837,-0.13,96.007,-0.86,95.399,-0.63,94.825,-0.6,94.523,-0.32,94.428,-0.1,93.703,-0.77,93.223,-0.51,93.148,-0.08,93.104,-0.05,93.072,-0.03,93.037,-0.04,93.052,0.02,93.023,-0.03,93.054,0.03,93.083,0.03,93.178,0.1,93.621,0.48,94.096,0.51,94.595,0.53,94.857,0.28,95.758,0.95
,강릉시,,,101.372,-,101.313,-0.06,101.292,-0.02,101.154,-0.14,101.021,-0.13,100.818,-0.2,100.777,-0.04,100.773,0,100.736,-0.04,100.736,0,100.716,-0.02,100.696,-0.02,100.933,0.24,100.998,0.06,100.988,-0.01,100.966,-0.02,100.896,-0.07,100.974,0.08,100.938,-0.04,100.909,-0.03,100.891,-0.02,100.722,-0.17,100.554,-0.17,100.364,-0.19,100.305,-0.06,100.201,-0.1,100.063,-0.14,100.344,0.28,100.05,-0.29,100,-0.05,100,0,100.178,0.18,100.32,0.14,100.115,-0.2,100.238,0.12,100.066,-0.17,100.069,0,100.052,-0.02,99.858,-0.19,99.14,-0.72,98.841,-0.3,98.791,-0.05,98.609,-0.18,98.479,-0.13,98.49,0.01,98.43,-0.06,98.547,0.12,98.588,0.04,98.817,0.23,98.558,-0.26,98.529,-0.03,98.643,0.12,98.589,-0.05,98.548,-0.04,98.558,0.01,98.653,0.1,98.295,-0.36,98.242,-0.05,98.226,-0.02,98.132,-0.1,97.918,-0.22,97.872,-0.05,97.953,0.08,97.921,-0.03,97.95,0.03,98.247,0.3,98.199,-0.05
,동해시,,,100.914,-,101.004,0.09,100.989,-0.02,101.232,0.24,101.232,0,101.221,-0.01,100.894,-0.32,100.877,-0.02,100.436,-0.44,100.363,-0.07,100.38,0.02,100.35,-0.03,100.362,0.01,100.349,-0.01,100.349,0,100.32,-0.03,100.296,-0.02,100.259,-0.04,100.236,-0.02,100.224,-0.01,100.188,-0.04,100.118,-0.07,100.296,0.18,100.284,-0.01,100.268,-0.02,100.174,-0.09,100.097,-0.08,100.023,-0.07,100.011,-0.01,100,-0.01,99.988,-0.01,99.993,0,99.999,0.01,99.99,-0.01,99.997,0.01,99.807,-0.19,99.414,-0.39,99.279,-0.14,98.966,-0.32,98.971,0,98.52,-0.46,98.375,-0.15,98.018,-0.36,97.698,-0.33,97.511,-0.19,97.406,-0.11,96.936,-0.48,96.522,-0.43,96.192,-0.34,96.009,-0.19,95.811,-0.21,95.315,-0.52,95.072,-0.26,95.079,0.01,95.085,0.01,95.089,0,95.095,0.01,95.042,-0.06,94.889,-0.16,94.511,-0.4,94.459,-0.06,94.472,0.01,94.474,0,94.483,0.01,94.272,-0.22,94.156,-0.12,94.11,-0.05
,태백시,,,100.807,-,100.647,-0.16,100.502,-0.14,100.504,0,100.653,0.15,100.792,0.14,100.787,-0.01,100.729,-0.06,100.732,0,100.847,0.11,100.98,0.13,100.817,-0.16,100.819,0,100.701,-0.12,100.701,0,100.701,0,100.64,-0.06,100.633,-0.01,100.521,-0.11,100.518,0,100.516,0,100.512,0,100.447,-0.06,100.442,-0.01,100.443,0,100.214,-0.23,100.198,-0.02,100.117,-0.08,100.007,-0.11,100,-0.01,99.993,-0.01,99.993,0,99.993,0,100.001,0.01,100.005,0,100.023,0.02,100.054,0.03,100.062,0.01,100.067,0,100.077,0.01,100.082,0.01,100.084,0,100.087,0,100.087,0,100.088,0,100.088,0,100.088,0,100.088,0,100.088,0,100.088,0,100.088,0,100.088,0,100.137,0.05,100.137,0,100.137,0,100.137,0,100.135,0,100.135,0,100.135,0,100.135,0,100.121,-0.01,100.121,0,100.123,0,100.033,-0.09,100.01,-0.02,100.003,-0.01,100.041,0.04
,속초시,,,101.425,-,101.41,-0.01,101.369,-0.04,101.622,0.25,101.555,-0.07,101.434,-0.12,101.372,-0.06,101.398,0.03,101.403,0,101.394,-0.01,101.371,-0.02,101.285,-0.08,100.866,-0.41,100.475,-0.39,100.279,-0.2,100.484,0.2,100.423,-0.06,100.255,-0.17,100.011,-0.24,100.003,-0.01,100.017,0.01,100.149,0.13,100.131,-0.02,100.095,-0.04,100.087,-0.01,100.062,-0.03,100.021,-0.04,100.019,0,100.017,0,100,-0.02,100.011,0.01,100.027,0.02,100.056,0.03,100.087,0.03,100.128,0.04,100.141,0.01,100.178,0.04,100.207,0.03,100.226,0.02,100.25,0.02,100.319,0.07,100.372,0.05,100.405,0.03,100.443,0.04,100.49,0.05,100.516,0.03,100.574,0.06,100.602,0.03,100.656,0.05,100.674,0.02,100.139,-0.53,100.218,0.08,100.25,0.03,100.263,0.01,100.192,-0.07,100.221,0.03,100.207,-0.01,100.085,-0.12,100.046,-0.04,100.054,0.01,100.056,0,99.961,-0.1,99.854,-0.11,99.85,0,99.707,-0.14,99.54,-0.17,99.496,-0.04
,삼척시,,,101.006,-,100.939,-0.07,100.893,-0.05,100.827,-0.07,100.955,0.13,100.85,-0.1,100.781,-0.07,100.747,-0.03,100.768,0.02,100.707,-0.06,100.706,0,100.755,0.05,100.67,-0.08,100.613,-0.06,100.576,-0.04,100.543,-0.03,100.533,-0.01,100.479,-0.05,100.407,-0.07,100.504,0.1,100.486,-0.02,100.445,-0.04,100.397,-0.05,100.299,-0.1,100.23,-0.07,100.177,-0.05,100.131,-0.05,100.069,-0.06,100.022,-0.05,100,-0.02,100,0,100.009,0.01,100.027,0.02,99.305,-0.72,98.188,-1.12,98.079,-0.11,97.83,-0.25,97.299,-0.54,97.254,-0.05,97.278,0.03,97.305,0.03,97.324,0.02,97.38,0.06,97.405,0.03,97.424,0.02,97.443,0.02,97.375,-0.07,97.391,0.02,97.391,0,97.409,0.02,97.415,0.01,97.415,0,97.415,0,97.415,0,97.546,0.13,97.559,0.01,97.573,0.01,97.571,0,97.571,0,97.568,0,97.566,0,97.723,0.16,97.715,-0.01,97.729,0.01,97.794,0.07,97.784,-0.01,97.771,-0.01
