지 역,Unnamed: 1,Unnamed: 2,Unnamed: 3,2015년 01월,Unnamed: 5,2015년 02월,Unnamed: 7,2015년 03월,Unnamed: 9,2015년 04월,Unnamed: 11,2015년 05월,Unnamed: 13,2015년 06월,Unnamed: 15,2015년 07월,Unnamed: 17,2015년 08월,Unnamed: 19,2015년 09월,Unnamed: 21,2015년 10월,Unnamed: 23,2015년 11월,Unnamed: 25,2015년 12월,Unnamed: 27,2016년 01월,Unnamed: 29,2016년 02월,Unnamed: 31,2016년 03월,Unnamed: 33,2016년 04월,Unnamed: 35,2016년 05월,Unnamed: 37,2016년 06월,Unnamed: 39,2016년 07월,Unnamed: 41,2016년 08월,Unnamed: 43,2016년 09월,Unnamed: 45,2016년 10월,Unnamed: 47,2016년 11월,Unnamed: 49,2016년 12월,Unnamed: 51,2017년 01월,Unnamed: 53,2017년 02월,Unnamed: 55,2017년 03월,Unnamed: 57,2017년 04월,Unnamed: 59,2017년 05월,Unnamed: 61,2017년 06월,Unnamed: 63,2017년 07월,Unnamed: 65,2017년 08월,Unnamed: 67,2017년 09월,Unnamed: 69,2017년 10월,Unnamed: 71,2017년 11월,Unnamed: 73,2017년 12월,Unnamed: 75,2018년 01월,Unnamed: 77,2018년 02월,Unnamed: 79,2018년 03월,Unnamed: 81,2018년 04월,Unnamed: 83,2018년 05월,Unnamed: 85,2018년 06월,Unnamed: 87,2018년 07월,Unnamed: 89,2018년 08월,Unnamed: 91,2018년 09월,Unnamed: 93,2018년 10월,Unnamed: 95,2018년 11월,Unnamed: 97,2018년 12월,Unnamed: 99,2019년 01월,Unnamed: 101,2019년 02월,Unnamed: 103,2019년 03월,Unnamed: 105,2019년 04월,Unnamed: 107,2019년 05월,Unnamed: 109,2019년 06월,Unnamed: 111,2019년 07월,Unnamed: 113,2019년 08월,Unnamed: 115,2019년 09월,Unnamed: 117,2019년 10월,Unnamed: 119,2019년 11월,Unnamed: 121,2019년 12월,Unnamed: 123,2020년 01월,Unnamed: 125,2020년 02월,Unnamed: 127,2020년 03월,Unnamed: 129,2020년 04월,Unnamed: 131,2020년 05월,Unnamed: 133,2020년 06월,Unnamed: 135,2020년 07월,Unnamed: 137,2020년 08월,Unnamed: 139,2020년 09월,Unnamed: 141,2020년 10월,Unnamed: 143,2020년 11월,Unnamed: 145,2020년 12월,Unnamed: 147
,,,,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률
,서부산권,,,93.653,0.04,93.728,0.08,94.016,0.31,94.398,0.41,94.602,0.22,94.791,0.2,94.843,0.05,94.982,0.15,95.13,0.16,95.276,0.15,95.655,0.4,95.879,0.23,95.919,0.04,96.012,0.1,96.096,0.09,96.215,0.12,96.339,0.13,96.449,0.11,96.619,0.18,96.808,0.2,96.966,0.16,97.488,0.54,98.088,0.62,98.44,0.36,98.707,0.27,98.922,0.22,99.156,0.24,99.431,0.28,99.717,0.29,99.928,0.21,100.022,0.09,99.935,-0.09,99.936,0,99.954,0.02,100,0.05,100.025,0.03,100.056,0.03,100.024,-0.03,99.941,-0.08,99.855,-0.09,99.707,-0.15,99.527,-0.18,99.148,-0.38,98.484,-0.67,98.387,-0.1,98.398,0.01,98.31,-0.09,98.223,-0.09,98.116,-0.11,97.975,-0.14,97.676,-0.3,97.206,-0.48,96.886,-0.33,96.569,-0.33,96.217,-0.37,95.98,-0.25,95.751,-0.24,95.704,-0.05,95.666,-0.04,95.663,0,95.617,-0.05,95.63,0.01,95.614,-0.02,95.565,-0.05,95.567,0,95.678,0.12,95.846,0.18,96.066,0.23,96.319,0.26,96.657,0.35,97.205,0.57,99.218,2.07
,,북구,,94.766,0.01,94.944,0.19,95.2,0.27,95.419,0.23,95.503,0.09,95.646,0.15,95.736,0.09,95.869,0.14,96.19,0.34,96.34,0.16,96.52,0.19,96.629,0.11,96.646,0.02,96.756,0.11,96.844,0.09,96.915,0.07,97.043,0.13,97.126,0.09,97.426,0.31,97.641,0.22,97.794,0.16,98.18,0.4,98.561,0.39,98.965,0.41,99.175,0.21,99.407,0.23,99.715,0.31,100.032,0.32,100.225,0.19,100.447,0.22,100.46,0.01,100.333,-0.13,100.156,-0.18,100.107,-0.05,100,-0.11,99.954,-0.05,99.828,-0.13,99.768,-0.06,99.63,-0.14,99.46,-0.17,99.163,-0.3,98.952,-0.21,98.505,-0.45,97.818,-0.7,97.639,-0.18,97.725,0.09,97.557,-0.17,97.471,-0.09,97.303,-0.17,97.166,-0.14,96.761,-0.42,96.359,-0.42,96.002,-0.37,95.733,-0.28,95.493,-0.25,95.354,-0.15,95.267,-0.09,95.032,-0.25,94.832,-0.21,94.721,-0.12,94.543,-0.19,94.502,-0.04,94.516,0.01,94.477,-0.04,94.465,-0.01,94.56,0.1,94.703,0.15,94.869,0.17,95.133,0.28,95.435,0.32,95.898,0.49,97.757,1.94
,,강서구,,91.434,-0.03,91.433,0,91.801,0.4,92.186,0.42,92.354,0.18,92.633,0.3,92.633,0,92.637,0,92.447,-0.2,92.764,0.34,94.101,1.44,95.067,1.03,95.004,-0.07,94.865,-0.15,94.971,0.11,95.147,0.19,95.317,0.18,95.57,0.27,95.78,0.22,95.844,0.07,96.029,0.19,96.629,0.62,97.279,0.67,97.664,0.4,97.878,0.22,97.986,0.11,98.179,0.2,98.43,0.26,98.871,0.45,99.121,0.25,99.348,0.23,99.4,0.05,99.591,0.19,99.755,0.16,100,0.25,100.405,0.4,100.601,0.2,100.481,-0.12,100.38,-0.1,100.257,-0.12,100.026,-0.23,99.34,-0.69,98.199,-1.15,96.116,-2.12,95.972,-0.15,95.839,-0.14,95.565,-0.29,95.415,-0.16,95.036,-0.4,94.614,-0.44,94.171,-0.47,93.558,-0.65,93.123,-0.46,92.406,-0.77,91.547,-0.93,90.751,-0.87,90.083,-0.74,91.112,1.14,91.232,0.13,91.545,0.34,91.774,0.25,92.048,0.3,92.147,0.11,92.178,0.03,92.245,0.07,92.405,0.17,92.664,0.28,93.162,0.54,93.431,0.29,93.77,0.36,94.92,1.23,97.971,3.21
,,사상구,,94.264,0.04,94.254,-0.01,94.546,0.31,95.187,0.68,95.483,0.31,95.616,0.14,95.682,0.07,95.917,0.25,95.917,0,95.955,0.04,96.32,0.38,96.576,0.27,96.594,0.02,96.714,0.12,96.84,0.13,96.968,0.13,97.008,0.04,97.099,0.09,97.125,0.03,97.303,0.18,97.445,0.15,98.029,0.6,98.641,0.62,98.923,0.29,99.195,0.27,99.321,0.13,99.448,0.13,99.551,0.1,99.768,0.22,99.867,0.1,99.934,0.07,99.89,-0.04,99.979,0.09,99.922,-0.06,100,0.08,100.02,0.02,100.01,-0.01,100.086,0.08,100.16,0.07,100.144,-0.02,100.056,-0.09,99.932,-0.12,99.768,-0.16,99.346,-0.42,99.411,0.07,99.5,0.09,99.566,0.07,99.408,-0.16,99.46,0.05,99.34,-0.12,99.023,-0.32,98.177,-0.85,97.713,-0.47,97.278,-0.45,96.917,-0.37,96.616,-0.31,96.508,-0.11,96.395,-0.12,96.347,-0.05,96.211,-0.14,96.194,-0.02,96.192,0,96.102,-0.09,95.941,-0.17,95.872,-0.07,95.976,0.11,96.11,0.14,96.341,0.24,96.518,0.18,96.819,0.31,97.223,0.42,99.011,1.84
,,사하구,,92.552,0.06,92.603,0.05,92.903,0.32,93.26,0.38,93.517,0.28,93.775,0.28,93.788,0.01,93.889,0.11,94.025,0.15,94.213,0.2,94.637,0.45,94.831,0.21,94.926,0.1,95.021,0.1,95.071,0.05,95.22,0.16,95.389,0.18,95.517,0.13,95.65,0.14,95.842,0.2,96.012,0.18,96.608,0.62,97.407,0.83,97.748,0.35,98.078,0.34,98.36,0.29,98.603,0.25,98.957,0.36,99.35,0.4,99.621,0.27,99.784,0.16,99.679,-0.11,99.758,0.08,99.863,0.1,100,0.14,99.998,0,100.171,0.17,100.119,-0.05,99.994,-0.13,99.957,-0.04,99.944,-0.01,99.896,-0.05,99.658,-0.24,99.255,-0.4,99.149,-0.11,99.07,-0.08,99.016,-0.05,98.994,-0.02,98.927,-0.07,98.851,-0.08,98.717,-0.14,98.47,-0.25,98.317,-0.16,98.155,-0.16,97.851,-0.31,97.731,-0.12,97.416,-0.32,97.268,-0.15,97.352,0.09,97.449,0.1,97.42,-0.03,97.405,-0.02,97.367,-0.04,97.355,-0.01,97.396,0.04,97.508,0.12,97.693,0.19,97.86,0.17,98.146,0.29,98.545,0.41,99.062,0.53,101.016,1.97
대구,,,,94.928,0.55,95.392,0.49,96.073,0.71,97.198,1.17,98.127,0.96,99.169,1.06,99.797,0.63,100.356,0.56,101.117,0.76,101.829,0.7,102.329,0.49,102.38,0.05,102.284,-0.09,102.102,-0.18,101.825,-0.27,101.594,-0.23,101.366,-0.22,100.939,-0.42,100.602,-0.33,100.269,-0.33,100.101,-0.17,100.055,-0.05,100.035,-0.02,99.947,-0.09,99.842,-0.11,99.762,-0.08,99.743,-0.02,99.681,-0.06,99.613,-0.07,99.585,-0.03,99.585,0,99.675,0.09,99.813,0.14,99.893,0.08,100,0.11,100.044,0.04,100.087,0.04,100.094,0.01,100.119,0.02,100.128,0.01,100.057,-0.07,99.976,-0.08,99.92,-0.06,99.906,-0.01,99.95,0.04,100.094,0.14,100.197,0.1,100.257,0.06,100.226,-0.03,100.232,0.01,100.305,0.07,100.385,0.08,100.414,0.03,100.405,-0.01,100.442,0.04,100.552,0.11,100.676,0.12,101.113,0.43,101.534,0.42,101.826,0.29,102.358,0.52,102.719,0.35,102.812,0.09,102.818,0.01,102.876,0.06,103.066,0.18,103.184,0.11,103.427,0.24,103.953,0.51,104.451,0.48,105.467,0.97,107.256,1.7
,중구,,,93.669,0.4,94.283,0.66,94.562,0.3,95.105,0.57,95.443,0.36,97.259,1.9,98.152,0.92,98.469,0.32,98.82,0.36,99.59,0.78,100.05,0.46,100.12,0.07,100.106,-0.01,100.087,-0.02,99.941,-0.15,99.863,-0.08,99.698,-0.17,99.622,-0.08,99.509,-0.11,99.459,-0.05,99.454,-0.01,99.459,0.01,99.475,0.02,99.484,0.01,99.539,0.06,99.581,0.04,99.63,0.05,99.609,-0.02,99.586,-0.02,99.605,0.02,99.688,0.08,99.813,0.13,99.935,0.12,99.951,0.02,100,0.05,100.227,0.23,100.234,0.01,100.234,0,100.544,0.31,100.546,0,100.628,0.08,100.536,-0.09,100.36,-0.17,100.336,-0.02,100.281,-0.05,100.515,0.23,100.819,0.3,100.868,0.05,100.983,0.11,101.196,0.21,102.034,0.83,102.824,0.77,102.981,0.15,102.898,-0.08,102.895,0,103.088,0.19,103.227,0.13,103.647,0.41,104.103,0.44,104.339,0.23,104.994,0.63,105.834,0.8,106.249,0.39,106.249,0,106.255,0.01,106.471,0.2,106.493,0.02,106.441,-0.05,106.609,0.16,107.455,0.79,109.087,1.52,111.326,2.05
,동구,,,93.107,0.57,93.715,0.65,94.395,0.73,95.274,0.93,96.166,0.94,96.981,0.85,97.452,0.49,98.221,0.79,99.205,1,99.879,0.68,100.502,0.62,100.594,0.09,100.572,-0.02,100.417,-0.15,100.076,-0.34,99.99,-0.09,99.8,-0.19,99.466,-0.33,99.164,-0.3,98.773,-0.39,98.737,-0.04,98.931,0.2,99.151,0.22,99.223,0.07,99.258,0.04,99.296,0.04,99.307,0.01,99.388,0.08,99.453,0.07,99.535,0.08,99.639,0.1,99.743,0.1,99.905,0.16,99.949,0.04,100,0.05,100.051,0.05,100.008,-0.04,99.912,-0.1,99.753,-0.16,99.513,-0.24,99.25,-0.26,99.125,-0.13,99.023,-0.1,99.01,-0.01,99.138,0.13,99.106,-0.03,99.036,-0.07,99.04,0,98.997,-0.04,99.172,0.18,99.474,0.3,100.445,0.98,100.709,0.26,100.571,-0.14,100.424,-0.15,100.27,-0.15,100.239,-0.03,100.306,0.07,100.653,0.35,101.024,0.37,101.802,0.77,102.399,0.59,102.497,0.1,102.607,0.11,102.793,0.18,102.893,0.1,103.022,0.12,103.231,0.2,103.572,0.33,103.729,0.15,104.099,0.36,104.931,0.8
,서구,,,95.264,0.78,95.682,0.44,96.243,0.59,96.919,0.7,97.396,0.49,98.297,0.93,98.792,0.5,99.48,0.7,99.902,0.42,100.208,0.31,100.365,0.16,100.494,0.13,100.494,0,100.441,-0.05,100.365,-0.08,100.249,-0.12,100.283,0.03,100.166,-0.12,100.166,0,99.941,-0.22,99.887,-0.05,99.858,-0.03,99.864,0.01,99.902,0.04,99.834,-0.07,99.834,0,99.749,-0.09,99.639,-0.11,99.637,0,99.629,-0.01,99.634,0.01,99.75,0.12,99.829,0.08,99.895,0.07,100,0.1,100.015,0.01,100.066,0.05,99.913,-0.15,99.717,-0.2,99.501,-0.22,99.482,-0.02,99.527,0.05,99.543,0.02,99.568,0.03,99.568,0,99.568,0,99.618,0.05,99.643,0.02,99.643,0,99.634,-0.01,99.634,0,99.634,0,99.664,0.03,99.717,0.05,99.936,0.22,100.191,0.26,100.227,0.04,100.416,0.19,100.61,0.19,100.95,0.34,101.682,0.73,102.167,0.48,102.483,0.31,102.491,0.01,102.532,0.04,102.756,0.22,102.864,0.11,103.155,0.28,103.536,0.37,104.157,0.6,104.97,0.78,106.713,1.66
,남구,,,93.06,0.84,93.593,0.57,93.959,0.39,94.414,0.48,94.868,0.48,95.819,1,96.097,0.29,96.582,0.51,97.793,1.25,98.761,0.99,99.475,0.72,100.057,0.58,100.154,0.1,99.962,-0.19,99.606,-0.36,99.561,-0.05,99.526,-0.03,99.333,-0.19,99.18,-0.15,98.949,-0.23,98.807,-0.14,98.829,0.02,99.018,0.19,99.037,0.02,99.162,0.13,99.173,0.01,99.285,0.11,99.384,0.1,99.489,0.11,99.532,0.04,99.576,0.04,99.688,0.11,99.805,0.12,99.892,0.09,100,0.11,100.096,0.1,100.245,0.15,100.525,0.28,100.697,0.17,100.761,0.06,100.893,0.13,100.84,-0.05,100.844,0,100.826,-0.02,100.826,0,100.814,-0.01,100.814,0,100.842,0.03,100.904,0.06,101.059,0.15,101.012,-0.05,101.126,0.11,101.325,0.2,101.396,0.07,101.68,0.28,101.793,0.11,101.82,0.03,101.846,0.03,101.865,0.02,101.876,0.01,101.911,0.03,101.969,0.06,101.969,0,101.965,0,101.965,0,101.978,0.01,102.085,0.11,102.185,0.1,102.525,0.33,102.876,0.34,103.389,0.5,104.232,0.82
,북구,,,93.049,0.53,93.678,0.68,94.567,0.95,95.946,1.46,96.933,1.03,98.248,1.36,98.981,0.75,99.678,0.7,100.475,0.8,101.294,0.82,101.884,0.58,102.253,0.36,102.251,0,102.213,-0.04,102.134,-0.08,101.974,-0.16,101.835,-0.14,101.592,-0.24,101.314,-0.27,101.084,-0.23,101.033,-0.05,100.968,-0.06,100.867,-0.1,100.761,-0.1,100.646,-0.11,100.46,-0.18,100.545,0.08,100.503,-0.04,100.428,-0.07,100.417,-0.01,100.304,-0.11,100.191,-0.11,100.148,-0.04,100.02,-0.13,100,-0.02,99.998,0,99.871,-0.13,99.699,-0.17,99.628,-0.07,99.686,0.06,99.616,-0.07,99.573,-0.04,99.59,0.02,99.659,0.07,99.971,0.31,100.403,0.43,100.705,0.3,100.869,0.16,100.868,0,100.916,0.05,100.916,0,100.748,-0.17,100.748,0,100.639,-0.11,100.578,-0.06,100.543,-0.04,100.599,0.06,100.711,0.11,100.909,0.2,101.198,0.29,101.572,0.37,101.637,0.06,101.641,0,101.605,-0.04,101.64,0.03,101.796,0.15,101.856,0.06,102.092,0.23,102.342,0.25,102.496,0.15,102.911,0.4,104.035,1.09
,수성구,,,92.149,0.66,92.853,0.76,93.734,0.95,95.468,1.85,96.97,1.57,98.228,1.3,99.103,0.89,99.754,0.66,100.486,0.73,100.751,0.26,101.085,0.33,100.801,-0.28,100.552,-0.25,100.263,-0.29,100.076,-0.19,100.02,-0.06,99.884,-0.14,99.324,-0.56,99.03,-0.3,98.881,-0.15,98.772,-0.11,98.809,0.04,98.828,0.02,98.875,0.05,98.91,0.04,98.974,0.06,99.024,0.05,99.032,0.01,98.999,-0.03,98.961,-0.04,99.003,0.04,99.297,0.3,99.636,0.34,99.777,0.14,100,0.22,100.029,0.03,100.274,0.25,100.447,0.17,100.597,0.15,100.583,-0.01,100.49,-0.09,100.171,-0.32,100.105,-0.07,100.098,-0.01,100.105,0.01,100.338,0.23,100.335,0,100.366,0.03,100.255,-0.11,100.23,-0.02,100.025,-0.2,99.736,-0.29,99.506,-0.23,99.552,0.05,99.363,-0.19,99.302,-0.06,99.182,-0.12,99.628,0.45,99.905,0.28,99.984,0.08,100.397,0.41,100.564,0.17,100.542,-0.02,100.528,-0.01,100.659,0.13,100.852,0.19,100.961,0.11,101.27,0.31,102.295,1.01,103.062,0.75,104.962,1.84,107.294,2.22
,달서구,,,97.405,0.33,97.582,0.18,98.164,0.6,99.193,1.05,100.034,0.85,100.9,0.87,101.452,0.55,101.709,0.25,102.485,0.76,103.633,1.12,104.262,0.61,104.267,0.01,104.129,-0.13,103.854,-0.26,103.429,-0.41,103.099,-0.32,102.857,-0.24,102.422,-0.42,101.952,-0.46,101.436,-0.51,101.16,-0.27,100.989,-0.17,100.883,-0.11,100.659,-0.22,100.363,-0.29,100.208,-0.15,100.082,-0.13,99.94,-0.14,99.774,-0.17,99.681,-0.09,99.669,-0.01,99.718,0.05,99.778,0.06,99.896,0.12,100,0.1,100.053,0.05,100.081,0.03,100.092,0.01,100.137,0.05,100.23,0.09,100.238,0.01,100.288,0.05,100.248,-0.04,100.103,-0.14,99.915,-0.19,99.856,-0.06,99.952,0.1,100.005,0.05,99.977,-0.03,99.88,-0.1,99.955,0.08,100.016,0.06,100.069,0.05,100.143,0.07,100.299,0.16,100.513,0.21,100.621,0.11,100.928,0.31,101.233,0.3,101.494,0.26,101.968,0.47,102.628,0.65,102.834,0.2,102.844,0.01,102.855,0.01,103.075,0.21,103.213,0.13,103.518,0.3,104.085,0.55,104.804,0.69,106.123,1.26,108.941,2.66
,달성군,,,102.726,0.84,102.81,0.08,102.998,0.18,103.066,0.07,103.178,0.11,103.792,0.59,104.112,0.31,104.874,0.73,105.308,0.41,105.488,0.17,105.625,0.13,105.603,-0.02,105.554,-0.05,105.48,-0.07,104.961,-0.49,103.99,-0.92,103.013,-0.94,101.983,-1,101.488,-0.49,100.96,-0.52,100.411,-0.54,100.205,-0.21,100.107,-0.1,99.813,-0.29,99.664,-0.15,99.447,-0.22,99.296,-0.15,99.02,-0.28,98.907,-0.11,98.863,-0.04,98.873,0.01,99.039,0.17,99.385,0.35,99.75,0.37,100,0.25,100.081,0.08,100.191,0.11,100.327,0.14,100.437,0.11,100.549,0.11,100.434,-0.11,100.379,-0.05,100.202,-0.18,100.354,0.15,100.526,0.17,100.789,0.26,100.949,0.16,100.978,0.03,100.962,-0.02,100.917,-0.04,101.164,0.25,101.196,0.03,101.315,0.12,101.315,0,101.699,0.38,102.298,0.59,103.164,0.85,104.976,1.76,106.496,1.45,107.187,0.65,108.061,0.82,108.251,0.18,108.309,0.05,108.294,-0.01,108.275,-0.02,108.572,0.28,108.771,0.18,108.915,0.13,109.382,0.43,109.836,0.42,110.548,0.65,111.586,0.94
광주,,,,90.968,0.39,91.343,0.41,91.983,0.7,93.338,1.47,93.997,0.71,94.928,0.99,95.541,0.65,95.994,0.47,96.342,0.36,96.874,0.55,97.593,0.74,97.833,0.25,97.922,0.09,98.099,0.18,98.243,0.15,98.488,0.25,98.662,0.18,98.641,-0.02,98.56,-0.08,98.518,-0.04,98.49,-0.03,98.581,0.09,98.698,0.12,98.795,0.1,98.879,0.09,98.92,0.04,99.01,0.09,99.119,0.11,99.398,0.28,99.409,0.01,99.542,0.13,99.699,0.16,99.784,0.09,99.927,0.14,100,0.07,100.165,0.16,100.234,0.07,100.24,0.01,100.254,0.01,100.371,0.12,100.378,0.01,100.472,0.09,100.58,0.11,100.666,0.09,100.78,0.11,101.001,0.22,101.137,0.13,101.286,0.15,101.301,0.01,101.32,0.02,101.331,0.01,101.269,-0.06,101.148,-0.12,101.002,-0.14,100.842,-0.16,100.739,-0.1,100.685,-0.05,100.707,0.02,100.735,0.03,100.764,0.03,100.812,0.05,100.86,0.05,100.879,0.02,100.872,-0.01,100.861,-0.01,100.874,0.01,100.913,0.04,100.987,0.07,101.202,0.21,101.368,0.16,101.793,0.42,103.145,1.33
,동구,,,92.546,0.29,93.089,0.59,93.754,0.71,94.74,1.05,95.064,0.34,95.696,0.66,96.343,0.68,96.961,0.64,97.644,0.7,98.456,0.83,98.936,0.49,99.054,0.12,98.985,-0.07,98.962,-0.02,99.064,0.1,99.165,0.1,99.331,0.17,99.23,-0.1,99.078,-0.15,99.093,0.01,99.101,0.01,99.319,0.22,99.498,0.18,99.581,0.08,99.79,0.21,99.732,-0.06,99.778,0.05,99.757,-0.02,99.64,-0.12,99.567,-0.07,99.689,0.12,99.801,0.11,99.829,0.03,99.958,0.13,100,0.04,100,0,100.02,0.02,100.085,0.07,100.233,0.15,100.108,-0.12,100.177,0.07,100.203,0.03,100.3,0.1,100.28,-0.02,100.301,0.02,100.333,0.03,100.335,0,100.361,0.03,100.361,0,100.361,0,100.379,0.02,100.299,-0.08,100.124,-0.18,99.865,-0.26,99.623,-0.24,99.438,-0.19,99.364,-0.07,99.354,-0.01,99.384,0.03,99.492,0.11,99.679,0.19,99.798,0.12,99.893,0.09,99.893,0,99.85,-0.04,99.795,-0.06,99.885,0.09,99.941,0.06,100.171,0.23,100.344,0.17,100.805,0.46,102.258,1.44
,서구,,,92.773,0.33,93.36,0.63,94.28,0.99,95.53,1.33,96.197,0.7,97.088,0.93,97.642,0.57,97.863,0.23,98.233,0.38,98.554,0.33,98.93,0.38,99.077,0.15,99.117,0.04,99.159,0.04,99.112,-0.05,99.132,0.02,99.228,0.1,99.254,0.03,99.148,-0.11,99.069,-0.08,98.992,-0.08,99.073,0.08,99.085,0.01,99.056,-0.03,99.125,0.07,99.105,-0.02,99.135,0.03,99.342,0.21,99.384,0.04,99.286,-0.1,99.446,0.16,99.628,0.18,99.738,0.11,99.939,0.2,100,0.06,100.052,0.05,100.086,0.03,100.134,0.05,100.253,0.12,100.346,0.09,100.369,0.02,100.602,0.23,100.75,0.15,100.849,0.1,101.162,0.31,101.501,0.33,101.808,0.3,102.236,0.42,102.326,0.09,102.399,0.07,102.445,0.05,102.363,-0.08,102.345,-0.02,102.254,-0.09,102.2,-0.05,102.111,-0.09,102.039,-0.07,102.07,0.03,102.129,0.06,102.137,0.01,102.146,0.01,102.196,0.05,102.246,0.05,102.285,0.04,102.297,0.01,102.363,0.07,102.423,0.06,102.473,0.05,102.641,0.16,102.754,0.11,103.02,0.26,103.93,0.88
,남구,,,91.472,0.31,91.859,0.42,93.034,1.28,94.316,1.38,95.028,0.75,96.014,1.04,96.774,0.79,97.094,0.33,97.293,0.2,97.712,0.43,97.951,0.24,98.013,0.06,98.02,0.01,98.157,0.14,98.226,0.07,98.594,0.37,98.69,0.1,98.677,-0.01,98.568,-0.11,98.606,0.04,98.575,-0.03,98.658,0.08,98.794,0.14,98.865,0.07,98.912,0.05,98.984,0.07,99.092,0.11,99.067,-0.03,99.308,0.24,99.443,0.14,99.557,0.11,99.631,0.07,99.791,0.16,99.903,0.11,100,0.1,100.081,0.08,100.144,0.06,100.201,0.06,100.264,0.06,100.471,0.21,100.48,0.01,100.609,0.13,100.824,0.21,101.038,0.21,101.295,0.25,101.567,0.27,101.657,0.09,101.922,0.26,101.89,-0.03,101.829,-0.06,101.806,-0.02,101.733,-0.07,101.607,-0.12,101.401,-0.2,101.186,-0.21,100.921,-0.26,100.696,-0.22,100.635,-0.06,100.62,-0.02,100.634,0.01,100.656,0.02,100.663,0.01,100.676,0.01,100.653,-0.02,100.633,-0.02,100.599,-0.03,100.693,0.09,100.81,0.12,101.069,0.26,101.307,0.24,101.785,0.47,103.587,1.77
,북구,,,90.913,0.45,91.37,0.5,91.709,0.37,92.87,1.27,93.194,0.35,93.888,0.75,94.352,0.49,95.008,0.7,95.388,0.4,96.035,0.68,97.04,1.05,97.386,0.36,97.514,0.13,97.939,0.44,98.122,0.19,98.431,0.31,98.593,0.16,98.598,0.01,98.537,-0.06,98.442,-0.1,98.409,-0.03,98.494,0.09,98.643,0.15,98.721,0.08,98.786,0.07,98.89,0.11,98.968,0.08,99.132,0.17,99.736,0.61,99.761,0.03,99.787,0.03,100.016,0.23,100.012,0,100.006,-0.01,100,-0.01,100.364,0.36,100.418,0.05,100.336,-0.08,100.225,-0.11,100.169,-0.06,100.022,-0.15,100.062,0.04,100.132,0.07,100.117,-0.02,100.156,0.04,100.318,0.16,100.496,0.18,100.536,0.04,100.579,0.04,100.598,0.02,100.666,0.07,100.653,-0.01,100.456,-0.2,100.376,-0.08,100.254,-0.12,100.185,-0.07,100.168,-0.02,100.185,0.02,100.192,0.01,100.239,0.05,100.339,0.1,100.378,0.04,100.375,0,100.375,0,100.368,-0.01,100.415,0.05,100.415,0,100.458,0.04,100.701,0.24,100.847,0.14,101.221,0.37,102.018,0.79
,광산구,,,89.15,0.43,89.243,0.1,89.734,0.55,91.461,1.92,92.495,1.13,93.731,1.34,94.475,0.79,94.928,0.48,95.25,0.34,95.833,0.61,96.769,0.98,97.07,0.31,97.213,0.15,97.278,0.07,97.571,0.3,97.886,0.32,98.172,0.29,98.092,-0.08,98.034,-0.06,98.03,0,98.044,0.01,98.134,0.09,98.284,0.15,98.515,0.23,98.635,0.12,98.655,0.02,98.802,0.15,98.858,0.06,99.053,0.2,99.086,0.03,99.325,0.24,99.431,0.11,99.564,0.13,99.838,0.28,100,0.16,100.11,0.11,100.238,0.13,100.269,0.03,100.284,0.01,100.601,0.32,100.751,0.15,100.783,0.03,100.845,0.06,100.981,0.13,100.954,-0.03,101.143,0.19,101.135,-0.01,101.133,0,101.081,-0.05,101.102,0.02,101.036,-0.07,100.945,-0.09,100.836,-0.11,100.622,-0.21,100.377,-0.24,100.319,-0.06,100.33,0.01,100.401,0.07,100.449,0.05,100.469,0.02,100.476,0.01,100.54,0.06,100.547,0.01,100.504,-0.04,100.48,-0.02,100.45,-0.03,100.479,0.03,100.587,0.11,100.783,0.19,100.975,0.19,101.55,0.57,103.638,2.06
