지 역,Unnamed: 1,Unnamed: 2,Unnamed: 3,2015년 01월,Unnamed: 5,2015년 02월,Unnamed: 7,2015년 03월,Unnamed: 9,2015년 04월,Unnamed: 11,2015년 05월,Unnamed: 13,2015년 06월,Unnamed: 15,2015년 07월,Unnamed: 17,2015년 08월,Unnamed: 19,2015년 09월,Unnamed: 21,2015년 10월,Unnamed: 23,2015년 11월,Unnamed: 25,2015년 12월,Unnamed: 27,2016년 01월,Unnamed: 29,2016년 02월,Unnamed: 31,2016년 03월,Unnamed: 33,2016년 04월,Unnamed: 35,2016년 05월,Unnamed: 37,2016년 06월,Unnamed: 39,2016년 07월,Unnamed: 41,2016년 08월,Unnamed: 43,2016년 09월,Unnamed: 45,2016년 10월,Unnamed: 47,2016년 11월,Unnamed: 49,2016년 12월,Unnamed: 51,2017년 01월,Unnamed: 53,2017년 02월,Unnamed: 55,2017년 03월,Unnamed: 57,2017년 04월,Unnamed: 59,2017년 05월,Unnamed: 61,2017년 06월,Unnamed: 63,2017년 07월,Unnamed: 65,2017년 08월,Unnamed: 67,2017년 09월,Unnamed: 69,2017년 10월,Unnamed: 71,2017년 11월,Unnamed: 73,2017년 12월,Unnamed: 75,2018년 01월,Unnamed: 77,2018년 02월,Unnamed: 79,2018년 03월,Unnamed: 81,2018년 04월,Unnamed: 83,2018년 05월,Unnamed: 85,2018년 06월,Unnamed: 87,2018년 07월,Unnamed: 89,2018년 08월,Unnamed: 91,2018년 09월,Unnamed: 93,2018년 10월,Unnamed: 95,2018년 11월,Unnamed: 97,2018년 12월,Unnamed: 99,2019년 01월,Unnamed: 101,2019년 02월,Unnamed: 103,2019년 03월,Unnamed: 105,2019년 04월,Unnamed: 107,2019년 05월,Unnamed: 109,2019년 06월,Unnamed: 111,2019년 07월,Unnamed: 113,2019년 08월,Unnamed: 115,2019년 09월,Unnamed: 117,2019년 10월,Unnamed: 119,2019년 11월,Unnamed: 121,2019년 12월,Unnamed: 123,2020년 01월,Unnamed: 125,2020년 02월,Unnamed: 127,2020년 03월,Unnamed: 129,2020년 04월,Unnamed: 131,2020년 05월,Unnamed: 133,2020년 06월,Unnamed: 135,2020년 07월,Unnamed: 137,2020년 08월,Unnamed: 139,2020년 09월,Unnamed: 141,2020년 10월,Unnamed: 143,2020년 11월,Unnamed: 145,2020년 12월,Unnamed: 147
,,,,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률
대전,,,,94.345,0.14,94.475,0.14,94.655,0.19,94.79,0.14,94.883,0.1,94.943,0.06,94.975,0.03,95.068,0.1,95.287,0.23,95.512,0.24,95.803,0.3,95.985,0.19,96.092,0.11,96.251,0.17,96.499,0.26,96.658,0.16,96.847,0.2,96.99,0.15,97.135,0.15,97.292,0.16,97.407,0.12,97.559,0.16,97.737,0.18,97.924,0.19,98.222,0.3,98.505,0.29,98.729,0.23,98.802,0.07,98.667,-0.14,98.643,-0.02,98.655,0.01,98.912,0.26,99.16,0.25,99.441,0.28,100,0.56,100.041,0.04,100.184,0.14,100.343,0.16,100.437,0.09,100.341,-0.1,99.905,-0.43,99.648,-0.26,99.628,-0.02,99.621,-0.01,99.598,-0.02,99.784,0.19,100.028,0.24,100.085,0.06,100.319,0.23,100.411,0.09,100.396,-0.01,100.356,-0.04,100.487,0.13,100.626,0.14,100.721,0.1,101.092,0.37,101.578,0.48,101.865,0.28,102.392,0.52,103.041,0.63,104.166,1.09,105.15,0.95,106.196,0.99,106.659,0.44,107.048,0.36,108.748,1.59,109.834,1,111.308,1.34,112.863,1.4,114.196,1.18,115.587,1.22,118.12,2.19
,동구,,,94.885,0.15,95.083,0.21,95.214,0.14,95.493,0.29,95.691,0.21,95.811,0.13,95.84,0.03,96.049,0.22,96.196,0.15,96.35,0.16,96.684,0.35,96.743,0.06,96.775,0.03,96.877,0.1,97.06,0.19,97.128,0.07,97.186,0.06,97.235,0.05,97.352,0.12,97.471,0.12,97.656,0.19,97.786,0.13,97.894,0.11,97.896,0,97.989,0.09,98.016,0.03,98.136,0.12,98.21,0.08,98.249,0.04,98.272,0.02,98.373,0.1,98.798,0.43,99.344,0.55,99.603,0.26,100,0.4,100.22,0.22,100.366,0.15,100.535,0.17,100.719,0.18,100.801,0.08,100.734,-0.07,100.727,-0.01,100.781,0.05,100.807,0.03,100.821,0.01,100.779,-0.04,100.778,0,100.766,-0.01,100.909,0.14,100.769,-0.14,100.553,-0.21,100.136,-0.41,100.409,0.27,100.678,0.27,100.816,0.14,101.258,0.44,101.954,0.69,102.865,0.89,103.648,0.76,103.818,0.16,104.345,0.51,105.07,0.69,105.804,0.7,106.942,1.08,107.457,0.48,108.589,1.05,109.291,0.65,110.539,1.14,111.076,0.49,111.931,0.77,112.627,0.62,113.983,1.2
,중구,,,91.475,0.53,91.929,0.5,92.28,0.38,92.543,0.29,93.019,0.51,93.138,0.13,93.345,0.22,93.568,0.24,93.777,0.22,94.189,0.44,94.692,0.53,95.119,0.45,95.318,0.21,95.456,0.15,95.623,0.18,95.819,0.2,95.984,0.17,96.069,0.09,96.209,0.15,96.374,0.17,96.53,0.16,96.717,0.19,97.004,0.3,97.185,0.19,97.524,0.35,97.942,0.43,98.299,0.36,98.73,0.44,99.033,0.31,99.335,0.31,99.467,0.13,99.586,0.12,99.634,0.05,99.711,0.08,100,0.29,100.021,0.02,100.099,0.08,100.129,0.03,100.161,0.03,100.19,0.03,100.125,-0.06,100.142,0.02,100.207,0.06,100.268,0.06,100.186,-0.08,100.315,0.13,100.461,0.15,100.501,0.04,100.769,0.27,101.191,0.42,101.251,0.06,101.453,0.2,102.4,0.93,102.981,0.57,103.206,0.22,103.492,0.28,104.525,1,105.029,0.48,105.986,0.91,107.268,1.21,108.843,1.47,109.696,0.78,110.54,0.77,111.005,0.42,111.419,0.37,112.996,1.42,114.677,1.49,116.045,1.19,117.077,0.89,118.174,0.94,119.39,1.03,121.11,1.44
,서구,,,94.281,-0.02,94.254,-0.03,94.342,0.09,94.426,0.09,94.382,-0.05,94.41,0.03,94.402,-0.01,94.491,0.09,94.895,0.43,95.128,0.25,95.388,0.27,95.561,0.18,95.639,0.08,95.754,0.12,96.167,0.43,96.323,0.16,96.568,0.25,96.762,0.2,96.901,0.14,97.064,0.17,97.131,0.07,97.28,0.15,97.406,0.13,97.579,0.18,97.928,0.36,98.232,0.31,98.499,0.27,98.544,0.05,98.297,-0.25,98.178,-0.12,98.116,-0.06,98.5,0.39,98.721,0.22,99.067,0.35,100,0.94,100.022,0.02,100.292,0.27,100.541,0.25,100.567,0.03,100.59,0.02,100.437,-0.15,100.074,-0.36,99.933,-0.14,99.999,0.07,99.911,-0.09,100.295,0.38,100.558,0.26,100.55,-0.01,100.94,0.39,101.065,0.12,101.036,-0.03,100.968,-0.07,100.806,-0.16,100.791,-0.02,100.881,0.09,101.492,0.61,102.239,0.74,102.41,0.17,102.875,0.45,103.64,0.74,105.148,1.46,106.429,1.22,108.022,1.5,108.494,0.44,108.994,0.46,110.939,1.78,111.98,0.94,113.713,1.55,115.228,1.33,116.531,1.13,118.027,1.28,120.205,1.84
,유성구,,,95.969,0.07,95.994,0.03,96.173,0.19,96.156,-0.02,96.136,-0.02,96.159,0.02,96.064,-0.1,95.994,-0.07,96.037,0.04,96.187,0.16,96.358,0.18,96.459,0.11,96.572,0.12,96.848,0.29,97.017,0.17,97.202,0.19,97.397,0.2,97.596,0.2,97.779,0.19,97.946,0.17,98.066,0.12,98.227,0.16,98.487,0.26,98.841,0.36,99.233,0.4,99.581,0.35,99.774,0.19,99.66,-0.11,99.185,-0.48,98.974,-0.21,98.853,-0.12,98.872,0.02,99.141,0.27,99.526,0.39,100,0.48,99.957,-0.04,100.021,0.06,100.185,0.16,100.391,0.21,99.931,-0.46,98.608,-1.32,98.219,-0.39,98.28,0.06,98.225,-0.06,98.302,0.08,98.562,0.26,99.01,0.45,99.266,0.26,99.417,0.15,99.423,0.01,99.472,0.05,99.506,0.03,99.62,0.11,99.732,0.11,99.801,0.07,100.059,0.26,100.024,-0.04,100.205,0.18,100.588,0.38,101.06,0.47,102.078,1.01,103.255,1.15,104.049,0.77,104.22,0.16,104.445,0.22,106.348,1.82,107.399,0.99,108.941,1.44,111.716,2.55,113.632,1.71,115.598,1.73,120.334,4.1
,대덕구,,,94.646,0.19,94.909,0.28,95.175,0.28,95.409,0.25,95.481,0.08,95.561,0.08,95.729,0.18,95.863,0.14,95.972,0.11,96.139,0.17,96.433,0.31,96.607,0.18,96.748,0.15,96.896,0.15,96.99,0.1,97.154,0.17,97.334,0.19,97.396,0.06,97.521,0.13,97.666,0.15,97.788,0.13,97.899,0.11,97.986,0.09,98.084,0.1,98.203,0.12,98.378,0.18,98.473,0.1,98.529,0.06,98.65,0.12,98.808,0.16,99.058,0.25,99.437,0.38,99.669,0.23,99.837,0.17,100,0.16,100.106,0.11,100.125,0.02,100.171,0.05,100.207,0.04,100.172,-0.03,99.911,-0.26,99.614,-0.3,99.585,-0.03,99.334,-0.25,99.323,-0.01,99.084,-0.24,99.222,0.14,99.141,-0.08,99.142,0,99.13,-0.01,99.134,0,99.091,-0.04,98.915,-0.18,98.862,-0.05,98.82,-0.04,98.742,-0.08,98.678,-0.07,98.615,-0.06,98.827,0.22,99.219,0.4,99.525,0.31,99.657,0.13,100.249,0.59,100.567,0.32,100.821,0.25,102.137,1.31,103.117,0.96,104.064,0.92,104.866,0.77,105.862,0.95,106.715,0.81,107.982,1.19
울산,,,,98.098,0.09,98.195,0.1,98.302,0.11,98.57,0.27,98.805,0.24,99.091,0.29,99.265,0.18,99.445,0.18,99.758,0.32,100.087,0.33,100.33,0.24,100.489,0.16,100.722,0.23,100.952,0.23,101.035,0.08,101.181,0.14,101.363,0.18,101.37,0.01,101.301,-0.07,101.126,-0.17,101.121,0,101.201,0.08,101.124,-0.08,101.084,-0.04,100.945,-0.14,100.865,-0.08,100.968,0.1,100.979,0.01,100.911,-0.07,100.848,-0.06,100.738,-0.11,100.545,-0.19,100.407,-0.14,100.266,-0.14,100,-0.27,99.767,-0.23,99.329,-0.44,98.675,-0.66,98.103,-0.58,97.361,-0.76,96.101,-1.29,95.136,-1,93.842,-1.36,92.438,-1.5,91.422,-1.1,90.316,-1.21,89.155,-1.29,88.031,-1.26,87.187,-0.96,86.605,-0.67,85.914,-0.8,85.143,-0.9,84.493,-0.76,83.878,-0.73,83.333,-0.65,82.909,-0.51,82.67,-0.29,82.783,0.14,83.077,0.36,83.555,0.58,84.246,0.83,84.954,0.84,85.591,0.75,86.027,0.51,86.262,0.27,86.949,0.8,87.938,1.14,89.167,1.4,90.948,2,92.447,1.65,94.395,2.11,98.031,3.85
,중구,,,89.935,0.11,90.17,0.26,90.522,0.39,90.945,0.47,91.231,0.31,91.667,0.48,92.044,0.41,92.562,0.56,93.139,0.62,93.816,0.73,94.567,0.8,95.259,0.73,95.766,0.53,96.378,0.64,96.911,0.55,97.462,0.57,98.109,0.66,98.446,0.34,98.652,0.21,98.954,0.31,99.277,0.33,99.431,0.16,99.435,0,99.458,0.02,99.476,0.02,99.653,0.18,100.003,0.35,100.288,0.28,100.589,0.3,100.744,0.15,100.62,-0.12,100.517,-0.1,100.334,-0.18,100.216,-0.12,100,-0.22,99.836,-0.16,99.605,-0.23,99.095,-0.51,98.549,-0.55,97.855,-0.7,96.769,-1.11,96.236,-0.55,95.126,-1.15,93.864,-1.33,92.953,-0.97,92.064,-0.96,91.074,-1.08,89.954,-1.23,89.204,-0.83,88.618,-0.66,87.571,-1.18,86.632,-1.07,85.703,-1.07,85.085,-0.72,84.264,-0.97,84.143,-0.14,84.073,-0.08,84.219,0.17,84.509,0.34,84.771,0.31,85.491,0.85,86.138,0.76,86.663,0.61,86.818,0.18,86.996,0.2,87.497,0.58,88.426,1.06,89.79,1.54,91.553,1.96,93.022,1.6,94.931,2.05,98.346,3.6
,남구,,,97.452,-0.02,97.414,-0.04,97.391,-0.02,97.535,0.15,97.626,0.09,97.904,0.29,97.984,0.08,98.133,0.15,98.357,0.23,98.605,0.25,98.746,0.14,98.84,0.1,99.008,0.17,99.28,0.27,99.312,0.03,99.322,0.01,99.559,0.24,99.785,0.23,99.919,0.13,100.065,0.15,100.09,0.02,100.234,0.14,100.283,0.05,100.365,0.08,100.348,-0.02,100.378,0.03,100.452,0.07,100.538,0.09,100.601,0.06,100.576,-0.02,100.574,0,100.384,-0.19,100.311,-0.07,100.195,-0.12,100,-0.19,99.922,-0.08,99.485,-0.44,98.983,-0.5,98.49,-0.5,98.146,-0.35,97.103,-1.06,96.501,-0.62,95.391,-1.15,94.258,-1.19,93.543,-0.76,92.828,-0.76,91.686,-1.23,90.775,-0.99,89.97,-0.89,89.562,-0.45,89.084,-0.53,88.613,-0.53,88.141,-0.53,87.674,-0.53,87.594,-0.09,87.488,-0.12,87.523,0.04,87.636,0.13,87.935,0.34,88.599,0.75,89.624,1.16,90.239,0.69,90.895,0.73,91.253,0.39,91.378,0.14,92.408,1.13,93.913,1.63,95.628,1.83,98.078,2.56,100.129,2.09,102.656,2.52,107.478,4.7
,동구,,,111.406,-0.1,111.28,-0.11,111.234,-0.04,111.472,0.21,111.603,0.12,111.601,0,111.48,-0.11,111.384,-0.09,111.441,0.05,111.491,0.04,111.399,-0.08,111.106,-0.26,111.135,0.03,110.878,-0.23,110.28,-0.54,110.091,-0.17,109.366,-0.66,108.287,-0.99,107.204,-1,105.237,-1.83,104.765,-0.45,104.712,-0.05,104.18,-0.51,103.753,-0.41,102.922,-0.8,102.25,-0.65,102.384,0.13,102.211,-0.17,101.69,-0.51,101.453,-0.23,101.252,-0.2,101.063,-0.19,100.815,-0.24,100.622,-0.19,100,-0.62,99.462,-0.54,99.077,-0.39,98.06,-1.03,97.167,-0.91,95.979,-1.22,94.413,-1.63,92.735,-1.78,91.042,-1.83,89.312,-1.9,88.123,-1.33,86.619,-1.71,85.182,-1.66,83.927,-1.47,82.936,-1.18,82.295,-0.77,81.671,-0.76,80.845,-1.01,80.266,-0.72,79.742,-0.65,79.041,-0.88,78.428,-0.78,77.818,-0.78,77.725,-0.12,77.969,0.31,78.353,0.49,78.775,0.54,79.34,0.72,79.907,0.71,80.192,0.36,80.296,0.13,80.656,0.45,80.933,0.34,81.154,0.27,81.948,0.98,82.963,1.24,84.462,1.81,87.294,3.35
,북구,,,98.353,0.27,98.658,0.31,98.914,0.26,99.327,0.42,99.899,0.58,100.382,0.48,100.686,0.3,100.791,0.1,101.094,0.3,101.439,0.34,101.634,0.19,101.7,0.07,101.926,0.22,102.129,0.2,102.308,0.18,102.526,0.21,102.648,0.12,102.599,-0.05,102.491,-0.11,102.441,-0.05,102.402,-0.04,102.404,0,102.378,-0.03,102.372,-0.01,102.364,-0.01,102.321,-0.04,102.281,-0.04,102.085,-0.19,101.78,-0.3,101.517,-0.26,101.231,-0.28,100.819,-0.41,100.593,-0.22,100.354,-0.24,100,-0.35,99.531,-0.47,98.586,-0.95,97.359,-1.24,96.466,-0.92,95.298,-1.21,93.327,-2.07,91.73,-1.71,90.102,-1.77,88.135,-2.18,86.634,-1.7,84.989,-1.9,83.509,-1.74,82.077,-1.71,81.072,-1.22,80.193,-1.08,79.392,-1,78.303,-1.37,77.495,-1.03,76.614,-1.14,75.652,-1.26,74.924,-0.96,74.651,-0.36,74.887,0.32,75.357,0.63,76.163,1.07,77.133,1.27,78.126,1.29,79.036,1.17,79.783,0.94,80.37,0.74,81.313,1.17,82.464,1.42,83.721,1.52,85.348,1.94,86.773,1.67,88.545,2.04,91.545,3.39
,울주군,,,96.291,0.23,96.456,0.17,96.525,0.07,96.741,0.22,96.915,0.18,97.09,0.18,97.324,0.24,97.505,0.19,97.923,0.43,98.252,0.34,98.483,0.23,98.682,0.2,98.93,0.25,99.117,0.19,99.287,0.17,99.478,0.19,99.887,0.41,100.096,0.21,100.245,0.15,100.364,0.12,100.402,0.04,100.482,0.08,100.429,-0.05,100.396,-0.03,100.336,-0.06,100.271,-0.06,100.301,0.03,100.27,-0.03,100.236,-0.03,100.244,0.01,100.209,-0.03,100.139,-0.07,100.111,-0.03,100.048,-0.06,100,-0.05,99.955,-0.05,99.839,-0.12,99.743,-0.1,99.658,-0.09,99.045,-0.61,98.337,-0.71,97.685,-0.66,96.64,-1.07,95.593,-1.08,94.691,-0.94,93.706,-1.04,93.001,-0.75,92.009,-1.07,91.352,-0.71,90.917,-0.48,90.29,-0.69,89.637,-0.72,89.103,-0.6,88.513,-0.66,88.141,-0.42,87.459,-0.77,86.981,-0.55,87.082,0.12,87.182,0.12,87.209,0.03,87.187,-0.02,87.839,0.75,88.243,0.46,88.783,0.61,88.9,0.13,89.157,0.29,89.774,0.69,90.934,1.29,92.713,1.96,93.879,1.26,95.552,1.78,99.008,3.62
세종,,,,105.855,-0.14,105.754,-0.09,105.565,-0.18,105.551,-0.01,105.285,-0.25,105.369,0.08,105.304,-0.06,105.23,-0.07,105.434,0.19,105.578,0.14,105.668,0.08,105.758,0.09,105.983,0.21,106.523,0.51,106.925,0.38,107.472,0.51,108.129,0.61,108.851,0.67,109.921,0.98,111.041,1.02,111.398,0.32,111.602,0.18,111.849,0.22,111.826,-0.02,111.736,-0.08,111.557,-0.16,110.428,-1.01,106.325,-3.72,100.199,-5.76,98.199,-2,97.79,-0.42,98.145,0.36,98.688,0.55,99.181,0.5,100,0.83,100.923,0.92,102.438,1.5,101.52,-0.9,101.407,-0.11,101.156,-0.25,99.632,-1.51,98.173,-1.46,96.357,-1.85,95.216,-1.18,94.794,-0.44,96.413,1.71,101.061,4.82,104.475,3.38,105.628,1.1,106.172,0.51,105.561,-0.58,103.41,-2.04,102.379,-1,101.004,-1.34,100.176,-0.82,99.709,-0.47,99.569,-0.14,99.796,0.23,100.389,0.59,101.853,1.46,105.471,3.55,106.59,1.06,110.041,3.24,111.58,1.4,112.188,0.54,113.376,1.06,118.193,4.25,126.598,7.11,135.414,6.96,144.517,6.72,152.107,5.25,163.573,7.54
강원,,,,92.152,0.19,92.36,0.23,92.629,0.29,93.023,0.42,93.353,0.35,93.66,0.33,93.817,0.17,93.962,0.15,94.317,0.38,94.742,0.45,95.149,0.43,95.384,0.25,95.472,0.09,95.604,0.14,95.704,0.11,95.833,0.13,96.014,0.19,96.193,0.19,96.354,0.17,96.511,0.16,96.656,0.15,96.923,0.28,97.225,0.31,97.405,0.19,97.53,0.13,97.679,0.15,97.99,0.32,98.314,0.33,98.624,0.32,98.773,0.15,98.908,0.14,99.172,0.27,99.49,0.32,99.807,0.32,100,0.19,99.929,-0.07,99.68,-0.25,99.611,-0.07,99.501,-0.11,99.233,-0.27,98.909,-0.33,98.371,-0.54,97.938,-0.44,97.446,-0.5,97.093,-0.36,96.624,-0.48,96.198,-0.44,95.501,-0.72,94.979,-0.55,94.743,-0.25,94.277,-0.49,93.752,-0.56,92.854,-0.96,92.258,-0.64,91.678,-0.63,90.899,-0.85,90.322,-0.64,90.078,-0.27,89.819,-0.29,89.727,-0.1,89.707,-0.02,89.73,0.03,89.781,0.06,89.782,0,89.834,0.06,89.942,0.12,90.208,0.3,90.454,0.27,90.949,0.55,91.506,0.61,92.24,0.8,93.01,0.84
,춘천시,,,92.237,0.01,92.264,0.03,92.35,0.09,92.528,0.19,92.595,0.07,92.637,0.05,92.726,0.1,92.844,0.13,93.239,0.43,93.639,0.43,93.985,0.37,94.152,0.18,94.231,0.08,94.443,0.22,94.539,0.1,94.7,0.17,94.957,0.27,95.233,0.29,95.47,0.25,95.748,0.29,95.991,0.25,96.379,0.4,96.86,0.5,97.24,0.39,97.512,0.28,97.737,0.23,98.194,0.47,98.632,0.45,99.082,0.46,99.145,0.06,99.084,-0.06,99.064,-0.02,99.323,0.26,99.87,0.55,100,0.13,99.965,-0.04,99.617,-0.35,99.469,-0.15,99.204,-0.27,98.869,-0.34,98.416,-0.46,98.046,-0.38,97.383,-0.68,96.335,-1.08,95.702,-0.66,95.18,-0.55,94.985,-0.2,94.336,-0.68,93.695,-0.68,93.518,-0.19,93.525,0.01,93.34,-0.2,93.22,-0.13,93.054,-0.18,92.676,-0.41,91.727,-1.02,90.785,-1.03,90.071,-0.79,88.486,-1.76,87.231,-1.42,86.477,-0.86,86.162,-0.36,86.182,0.02,86.205,0.03,86.251,0.05,86.496,0.28,87.072,0.67,87.522,0.52,88.07,0.63,88.788,0.82,89.69,1.02,90.708,1.14
,원주시,,,94.692,0.08,94.756,0.07,94.851,0.1,95.012,0.17,95.142,0.14,95.254,0.12,95.377,0.13,95.468,0.09,95.68,0.22,96.016,0.35,96.285,0.28,96.528,0.25,96.593,0.07,96.669,0.08,96.726,0.06,96.812,0.09,97.005,0.2,97.166,0.17,97.332,0.17,97.418,0.09,97.479,0.06,97.768,0.3,98.15,0.39,98.228,0.08,98.292,0.07,98.365,0.07,98.516,0.15,98.8,0.29,99.133,0.34,99.25,0.12,99.363,0.11,99.41,0.05,99.58,0.17,99.844,0.26,100,0.16,99.738,-0.26,99.21,-0.53,99.154,-0.06,98.881,-0.27,98.459,-0.43,97.847,-0.62,96.626,-1.25,95.95,-0.7,95.351,-0.62,94.829,-0.55,94.093,-0.78,93.259,-0.89,92.008,-1.34,91.092,-1,90.725,-0.4,89.561,-1.28,88.451,-1.24,86.039,-2.73,84.797,-1.44,83.485,-1.55,82.241,-1.49,81.509,-0.89,81.471,-0.05,81.899,0.52,82.576,0.83,82.903,0.4,83.195,0.35,83.371,0.21,83.348,-0.03,83.429,0.1,83.562,0.16,83.894,0.4,84.272,0.45,85.228,1.13,86.007,0.91,86.97,1.12,88.121,1.32
,강릉시,,,86.625,0.37,87.177,0.64,87.854,0.78,88.942,1.24,89.953,1.14,90.991,1.15,91.209,0.24,91.334,0.14,91.998,0.73,92.489,0.53,93.199,0.77,93.643,0.48,93.833,0.2,93.96,0.13,94.046,0.09,94.119,0.08,94.233,0.12,94.373,0.15,94.506,0.14,94.544,0.04,94.625,0.09,94.674,0.05,94.69,0.02,94.801,0.12,94.908,0.11,95.013,0.11,95.505,0.52,95.9,0.41,96.286,0.4,96.68,0.41,97.144,0.48,98.229,1.12,99.073,0.86,99.507,0.44,100,0.5,100,0,100.174,0.17,100.247,0.07,100.731,0.48,100.72,-0.01,100.891,0.17,100.892,0,100.796,-0.09,100.889,0.09,100.906,0.02,100.717,-0.19,100.599,-0.12,100.293,-0.3,100.197,-0.1,100.051,-0.15,99.743,-0.31,99.565,-0.18,99.287,-0.28,98.869,-0.42,98.76,-0.11,98.572,-0.19,98.475,-0.1,98.482,0.01,98.567,0.09,98.631,0.06,98.92,0.29,98.948,0.03,98.957,0.01,99.038,0.08,99.124,0.09,99.194,0.07,99.315,0.12,99.444,0.13,99.651,0.21,100.228,0.58,101.032,0.8,101.489,0.45
,동해시,,,91.225,0.3,91.384,0.17,91.737,0.39,92.241,0.55,92.858,0.67,93.348,0.53,93.635,0.31,93.713,0.08,94.299,0.63,94.995,0.74,95.556,0.59,95.692,0.14,95.751,0.06,96.076,0.34,96.421,0.36,96.503,0.09,96.74,0.25,96.739,0,96.773,0.03,96.773,0,96.875,0.1,97.03,0.16,97.135,0.11,97.256,0.12,97.365,0.11,97.736,0.38,98.156,0.43,98.539,0.39,98.627,0.09,98.788,0.16,98.94,0.15,99.264,0.33,99.692,0.43,99.844,0.15,100,0.16,100.079,0.08,100.024,-0.06,99.983,-0.04,100.114,0.13,100.039,-0.08,99.924,-0.12,99.645,-0.28,99.433,-0.21,99.026,-0.41,98.954,-0.07,98.266,-0.7,97.647,-0.63,97.023,-0.64,96.775,-0.25,96.709,-0.07,96.484,-0.23,95.952,-0.55,95.55,-0.42,94.825,-0.76,94.278,-0.58,93.847,-0.46,93.531,-0.34,92.978,-0.59,92.872,-0.11,92.828,-0.05,92.696,-0.14,92.681,-0.02,92.526,-0.17,92.498,-0.03,92.53,0.03,92.53,0,92.445,-0.09,92.382,-0.07,92.299,-0.09,92.338,0.04,92.708,0.4,93.168,0.5
,태백시,,,97.458,-0.24,97.545,0.09,97.558,0.01,97.59,0.03,98.248,0.67,98.156,-0.09,98.214,0.06,98.274,0.06,98.334,0.06,98.48,0.15,98.549,0.07,98.541,-0.01,98.503,-0.04,98.562,0.06,98.663,0.1,98.729,0.07,98.729,0,98.788,0.06,99.045,0.26,99.045,0,99.045,0,99.178,0.13,99.237,0.06,99.178,-0.06,99.118,-0.06,99.141,0.02,99.277,0.14,99.556,0.28,99.586,0.03,99.629,0.04,99.66,0.03,99.724,0.06,99.848,0.12,99.911,0.06,100,0.09,100.055,0.05,100.055,0,100.055,0,99.985,-0.07,99.95,-0.04,99.711,-0.24,99.434,-0.28,99.363,-0.07,99.327,-0.04,99.297,-0.03,99.248,-0.05,99.229,-0.02,99.199,-0.03,99.199,0,99.17,-0.03,99.17,0,99.17,0,99.17,0,99.17,0,99.17,0,99.17,0,99.17,0,99.254,0.09,99.254,0,99.254,0,99.254,0,99.284,0.03,99.284,0,99.284,0,99.284,0,99.484,0.2,99.484,0,99.501,0.02,99.657,0.16,99.903,0.25,100.067,0.16,100.003,-0.06
,속초시,,,91.04,0.88,91.618,0.63,92.337,0.78,92.84,0.54,93.105,0.29,93.462,0.38,93.588,0.13,94.019,0.46,94.252,0.25,94.862,0.65,95.247,0.41,95.274,0.03,95.386,0.12,95.37,-0.02,95.44,0.07,95.889,0.47,96.042,0.16,96.104,0.07,96.25,0.15,96.441,0.2,96.842,0.42,97.242,0.41,97.584,0.35,97.893,0.32,97.969,0.08,98.239,0.28,98.414,0.18,98.534,0.12,98.814,0.28,98.901,0.09,99.117,0.22,99.695,0.58,99.841,0.15,99.855,0.01,100,0.14,99.856,-0.14,99.58,-0.28,99.172,-0.41,98.627,-0.55,98.167,-0.47,98.01,-0.16,97.673,-0.34,97.394,-0.29,97.126,-0.28,96.853,-0.28,96.235,-0.64,95.545,-0.72,95.289,-0.27,94.904,-0.4,94.417,-0.51,94.091,-0.35,93.307,-0.83,93.002,-0.33,92.581,-0.45,92.488,-0.1,91.578,-0.98,90.886,-0.76,90.703,-0.2,90.535,-0.19,90.378,-0.17,90.071,-0.34,90.189,0.13,90.237,0.05,90.206,-0.03,90.169,-0.04,90.134,-0.04,90.054,-0.09,90.031,-0.03,90.038,0.01,90.189,0.17,90.437,0.28,90.846,0.45
